"","Cst_Cnt","Btl_Cnt","Depthm","LightP","PO4uM","NO2uM","NO3uM","NH3uM"
"61464",30168,752955,379,NA,2.85,0.01,36.6,NA
"61465",30168,752956,400,NA,2.91,0.01,37.4,NA
"61466",30168,752957,438,NA,3.01,0.01,38.6,NA
"61467",30168,752958,500,NA,3.14,0.01,40,NA
"61468",30168,752959,515,NA,3.17,0.01,40.3,NA
"61469",30169,752960,0,NA,0.4,0,0.1,NA
"61470",30169,752961,2,NA,0.4,0,0.1,NA
"61471",30169,752962,10,NA,0.4,0,0.1,NA
"61472",30169,752963,16,NA,0.4,0,0.1,NA
"61473",30169,752964,20,NA,0.4,0,0.1,NA
"61474",30169,752965,30,NA,0.4,0,0.1,NA
"61475",30169,752966,31,NA,0.4,0,0.1,NA
"61476",30169,752967,45,NA,0.4,0,0.1,NA
"61477",30169,752968,50,NA,0.41,0,0.1,NA
"61478",30169,752969,55,NA,0.41,0.01,0.1,NA
"61479",30169,752970,65,NA,0.6,0.15,1.8,NA
"61480",30169,752971,75,NA,0.75,0.06,3.9,NA
"61481",30169,752972,76,NA,0.76,0.05,4.1,NA
"61482",30169,752973,85,NA,0.87,0.02,6.3,NA
"61483",30169,752974,95,NA,0.99,0.02,8.5,NA
"61484",30169,752975,100,NA,1.05,0.02,9.6,NA
"61485",30169,752976,110,NA,1.17,0.02,11.9,NA
"61486",30169,752977,125,NA,1.4,0.01,16.2,NA
"61487",30169,752978,145,NA,1.65,0.01,20.8,NA
"61488",30169,752979,150,NA,1.68,0.01,21.4,NA
"61489",30169,752980,169,NA,1.79,0.01,23.3,NA
"61490",30169,752981,200,NA,2.03,0.01,26.9,NA
"61491",30169,752982,230,NA,2.17,0.01,29.3,NA
"61492",30169,752983,250,NA,2.24,0.01,30.4,NA
"61493",30169,752984,268,NA,2.3,0.01,31.2,NA
"61494",30169,752985,300,NA,2.44,0.01,32.9,NA
"61495",30169,752986,318,NA,2.52,0.01,33.9,NA
"61496",30169,752987,378,NA,2.79,0.01,37.1,NA
"61497",30169,752988,400,NA,2.87,0.01,38,NA
"61498",30169,752989,439,NA,2.99,0.01,39.3,NA
"61499",30169,752990,500,NA,3.09,0.01,40.7,NA
"61500",30169,752991,515,NA,3.12,0.01,41.1,NA
"61501",30170,752992,0,NA,0.4,0.01,0,NA
"61502",30170,752993,1,NA,0.4,0.01,0,NA
"61503",30170,752994,10,NA,0.39,0.01,0,NA
"61504",30170,752995,15,NA,0.39,0.01,0,NA
"61505",30170,752996,20,NA,0.39,0.01,0,NA
"61506",30170,752997,29,NA,0.39,0.01,0,NA
"61507",30170,752998,30,NA,0.39,0.01,0,NA
"61508",30170,752999,45,NA,0.39,0.01,0,NA
"61509",30170,753000,50,NA,0.39,0.01,0,NA
"61510",30170,753001,54,NA,0.39,0.01,0,NA
"61511",30170,753002,64,NA,0.39,0.01,0,NA
"61512",30170,753003,75,NA,0.43,0.02,0,NA
"61513",30170,753004,85,NA,0.54,0.13,0.6,NA
"61514",30170,753005,94,NA,0.66,0.16,2.5,NA
"61515",30170,753006,100,NA,0.72,0.12,3.6,NA
"61516",30170,753007,110,NA,0.82,0.03,5.6,NA
"61517",30170,753008,125,NA,1.03,0.02,9.8,NA
"61518",30170,753009,144,NA,1.29,0.02,14.5,NA
"61519",30170,753010,150,NA,1.36,0.02,15.8,NA
"61520",30170,753011,169,NA,1.56,0.02,19.4,NA
"61521",30170,753012,200,NA,1.83,0.01,24,NA
"61522",30170,753013,229,NA,1.95,0.01,26.3,NA
"61523",30170,753014,250,NA,2.08,0.01,28.2,NA
"61524",30170,753015,269,NA,2.21,0.01,29.9,NA
"61525",30170,753016,300,NA,2.4,0.01,32.2,NA
"61526",30170,753017,318,NA,2.5,0.01,33.3,NA
"61527",30170,753018,378,NA,2.73,0.01,35.9,NA
"61528",30170,753019,400,NA,2.81,0.01,36.9,NA
"61529",30170,753020,437,NA,2.94,0.01,38.5,NA
"61530",30170,753021,500,NA,3.09,0.01,40.2,NA
"61531",30170,753022,514,NA,3.12,0.01,40.6,NA
"61532",30171,753023,0,NA,0.39,0,0.1,NA
"61533",30171,753024,2,NA,0.39,0,0.1,NA
"61534",30171,753025,10,NA,0.39,0,0.1,NA
"61535",30171,753026,15,NA,0.39,0,0.1,NA
"61536",30171,753027,20,NA,0.39,0,0.1,NA
"61537",30171,753028,30,NA,0.39,0,0,NA
"61538",30171,753029,31,NA,0.39,0,0,NA
"61539",30171,753030,46,NA,0.39,0,0.1,NA
"61540",30171,753031,50,NA,0.39,0,0.1,NA
"61541",30171,753032,55,NA,0.39,0,0.1,NA
"61542",30171,753033,65,NA,0.39,0,0,NA
"61543",30171,753034,75,NA,0.43,0.01,0.1,NA
"61544",30171,753035,85,NA,0.87,0.12,1.6,NA
"61545",30171,753036,95,NA,0.75,0.04,3.9,NA
"61546",30171,753037,100,NA,0.82,0.03,5.3,NA
"61547",30171,753038,109,NA,0.94,0.02,7.8,NA
"61548",30171,753039,125,NA,1.08,0.01,10.9,NA
"61549",30171,753040,145,NA,1.24,0.01,13.9,NA
"61550",30171,753041,150,NA,1.29,0.01,14.9,NA
"61551",30171,753042,169,NA,1.49,0.01,18.6,NA
"61552",30171,753043,199,NA,1.71,0.01,22.4,NA
"61553",30171,753044,200,NA,1.72,0.01,22.5,NA
"61554",30171,753045,229,NA,1.94,0.01,26.2,NA
"61555",30171,753046,250,NA,2.03,0.01,27.7,NA
"61556",30171,753047,270,NA,2.11,0.01,28.7,NA
"61557",30171,753048,300,NA,2.28,0.01,30.8,NA
"61558",30171,753049,318,NA,2.38,0.01,32.1,NA
"61559",30171,753050,379,NA,2.66,0.01,35.4,NA
"61560",30171,753051,400,NA,2.74,0.01,36.3,NA
"61561",30171,753052,438,NA,2.88,0.01,37.8,NA
"61562",30171,753053,500,NA,3.04,0.01,39.9,NA
"61563",30171,753054,512,NA,3.07,0.01,40.3,NA
"61564",30172,753055,0,0.94,0.4,0,0.1,NA
"61565",30172,753056,2,0.94,0.4,0,0.1,NA
"61566",30172,753057,10,0.76,0.4,0,0,NA
"61567",30172,753058,12,NA,0.4,0,0,NA
"61568",30172,753059,20,0.45,0.39,0,0,NA
"61569",30172,753060,21,0.41,0.39,0,0,NA
"61570",30172,753061,30,0.27,0.39,0,0,NA
"61571",30172,753062,32,NA,0.39,0,0,NA
"61572",30172,753063,44,0.15,0.39,0,0,NA
"61573",30172,753064,50,0.11,0.4,0,0,NA
"61574",30172,753065,53,NA,0.4,0,0,NA
"61575",30172,753066,62,NA,0.39,0,0,NA
"61576",30172,753067,70,0.05,0.39,0,0,NA
"61577",30172,753068,75,0.04,0.4,0.02,0.1,NA
"61578",30172,753069,78,NA,0.41,0.03,0.1,NA
"61579",30172,753070,86,NA,0.57,0.08,1.8,NA
"61580",30172,753071,95,0.02,0.76,0.02,4.2,NA
"61581",30172,753072,100,0.02,0.84,0.02,5.6,NA
"61582",30172,753073,107,NA,0.94,0.02,7.3,NA
"61583",30172,753074,119,NA,1.05,0.02,9.3,NA
"61584",30172,753075,125,0,1.05,0.02,9.9,NA
"61585",30172,753076,132,0,1.06,0.02,10.6,NA
"61586",30172,753077,150,NA,1.3,0.02,15.1,NA
"61587",30172,753078,151,NA,1.32,0.02,15.4,NA
"61588",30172,753079,170,NA,1.54,0.02,19.6,NA
"61589",30172,753080,199,NA,1.87,0.02,24.8,NA
"61590",30172,753081,200,NA,1.88,0.02,24.9,NA
"61591",30172,753082,229,NA,2.11,0.02,28.2,NA
"61592",30172,753083,250,NA,2.22,0.02,29.7,NA
"61593",30172,753084,268,NA,2.3,0.02,30.6,NA
"61594",30172,753085,300,NA,2.41,0.02,32.1,NA
"61595",30172,753086,319,NA,2.47,0.02,32.9,NA
"61596",30172,753087,379,NA,2.7,0.01,36,NA
"61597",30172,753088,400,NA,2.81,0.01,37.2,NA
"61598",30172,753089,438,NA,2.99,0.01,39.2,NA
"61599",30172,753090,500,NA,3.11,0.01,40.5,NA
"61600",30172,753091,511,NA,3.13,0.01,40.7,NA
"61601",30173,753092,0,NA,0.38,0,0,NA
"61602",30173,753093,2,NA,0.38,0,0,NA
"61603",30173,753094,10,NA,0.38,0,0,NA
"61604",30173,753095,16,NA,0.38,0,0,NA
"61605",30173,753096,20,NA,0.38,0,0,NA
"61606",30173,753097,30,NA,0.38,0,0,NA
"61607",30173,753098,31,NA,0.38,0,0,NA
"61608",30173,753099,45,NA,0.37,0,0,NA
"61609",30173,753100,50,NA,0.37,0,0,NA
"61610",30173,753101,55,NA,0.38,0,0,NA
"61611",30173,753102,65,NA,0.39,0,0,NA
"61612",30173,753103,75,NA,0.45,0.05,0.2,NA
"61613",30173,753104,85,NA,0.57,0.18,1.1,NA
"61614",30173,753105,95,NA,0.66,0.09,2.9,NA
"61615",30173,753106,100,NA,0.76,0.06,4.7,NA
"61616",30173,753107,110,NA,0.98,0.02,8.6,NA
"61617",30173,753108,125,NA,1.22,0.01,13.2,NA
"61618",30173,753109,144,NA,1.41,0.01,16.6,NA
"61619",30173,753110,150,NA,1.47,0.01,17.7,NA
"61620",30173,753111,169,NA,1.65,0.01,20.8,NA
"61621",30173,753112,199,NA,1.82,0.01,23.9,NA
"61622",30173,753113,200,NA,1.83,0.01,24,NA
"61623",30173,753114,229,NA,2.03,0.01,27.1,NA
"61624",30173,753115,250,NA,2.13,0.01,28.5,NA
"61625",30173,753116,269,NA,2.2,0.01,29.4,NA
"61626",30173,753117,300,NA,2.31,0.01,30.8,NA
"61627",30173,753118,319,NA,2.38,0.01,31.7,NA
"61628",30173,753119,379,NA,2.73,0.01,36.1,NA
"61629",30173,753120,400,NA,2.82,0.01,37.2,NA
"61630",30173,753121,438,NA,2.95,0,38.7,NA
"61631",30173,753122,500,NA,3.1,0,40.5,NA
"61632",30173,753123,514,NA,3.13,0,40.9,NA
"61633",30174,753124,0,NA,0.4,0,0.1,NA
"61634",30174,753125,2,NA,0.4,0,0.1,NA
"61635",30174,753126,10,NA,0.4,0,0.1,NA
"61636",30174,753127,16,NA,0.4,0,0.1,NA
"61637",30174,753128,20,NA,0.4,0,0.1,NA
"61638",30174,753129,30,NA,0.41,0,0.1,NA
"61639",30174,753130,45,NA,0.38,0,0,NA
"61640",30174,753131,50,NA,0.39,0.01,0.1,NA
"61641",30174,753132,55,NA,0.4,0.01,0.1,NA
"61642",30174,753133,65,NA,0.42,0,0,NA
"61643",30174,753134,75,NA,0.48,0.12,0.4,NA
"61644",30174,753135,85,NA,0.62,0.09,2.2,NA
"61645",30174,753136,95,NA,0.83,0.02,5.7,NA
"61646",30174,753137,100,NA,0.89,0.02,6.9,NA
"61647",30174,753138,110,NA,0.99,0.01,8.9,NA
"61648",30174,753139,125,NA,1.19,0.01,12.7,NA
"61649",30174,753140,144,NA,1.35,0.01,15.9,NA
"61650",30174,753141,150,NA,1.42,0.01,17.1,NA
"61651",30174,753142,169,NA,1.65,0.01,20.9,NA
"61652",30174,753143,199,NA,1.9,0,25.2,NA
"61653",30174,753144,200,NA,1.91,0,25.3,NA
"61654",30174,753145,228,NA,2.09,0,28.2,NA
"61655",30174,753146,250,NA,2.21,0,29.8,NA
"61656",30174,753147,268,NA,2.29,0,30.8,NA
"61657",30174,753148,300,NA,2.42,0,32.4,NA
"61658",30174,753149,318,NA,2.49,0,33.2,NA
"61659",30174,753150,378,NA,2.69,0,35.9,NA
"61660",30174,753151,400,NA,2.78,0,37.1,NA
"61661",30174,753152,438,NA,2.93,0,38.9,NA
"61662",30174,753153,500,NA,3.06,0,40.4,NA
"61663",30174,753154,512,NA,3.08,0,40.7,NA
"61664",30175,753155,0,NA,0.42,0,0.1,NA
"61665",30175,753156,2,NA,0.42,0,0.1,NA
"61666",30175,753157,10,NA,0.43,0,0.1,NA
"61667",30175,753158,20,NA,0.42,0,0.1,NA
"61668",30175,753159,30,NA,0.42,0,0.1,NA
"61669",30175,753160,40,NA,0.5,0.12,0.9,NA
"61670",30175,753161,49,NA,0.56,0.27,1.9,NA
"61671",30175,753162,50,NA,0.58,0.26,2.2,NA
"61672",30175,753163,60,NA,0.8,0.07,5.9,NA
"61673",30175,753164,69,NA,0.95,0.02,8.3,NA
"61674",30175,753165,75,NA,1.01,0.02,9.2,NA
"61675",30175,753166,84,NA,1.09,0.01,10.6,NA
"61676",30175,753167,99,NA,1.35,0.01,14.8,NA
"61677",30175,753168,100,NA,1.36,0.01,14.9,NA
"61678",30175,753169,119,NA,1.44,0,17,NA
"61679",30175,753170,125,NA,1.49,0,18,NA
"61680",30175,753171,138,NA,1.62,0,20.2,NA
"61681",30175,753172,150,NA,1.72,0,22,NA
"61682",30175,753173,168,NA,1.87,0,24.5,NA
"61683",30175,753174,198,NA,2.13,0,28.3,NA
"61684",30175,753175,200,NA,2.14,0,28.4,NA
"61685",30175,753176,229,NA,2.22,0,29.8,NA
"61686",30175,753177,250,NA,2.3,0,30.9,NA
"61687",30175,753178,267,NA,2.36,0,31.8,NA
"61688",30175,753179,300,NA,2.44,0,33,NA
"61689",30175,753180,317,NA,2.49,0,33.6,NA
"61690",30175,753181,378,NA,2.79,0,36.8,NA
"61691",30175,753182,400,NA,2.85,0,37.6,NA
"61692",30175,753183,437,NA,2.93,0,38.8,NA
"61693",30175,753184,500,NA,3.08,0,40.7,NA
"61694",30175,753185,515,NA,3.12,0,41.1,NA
"61695",30176,753186,0,0.94,0.4,0,0.1,NA
"61696",30176,753187,1,0.94,0.4,0,0.1,NA
"61697",30176,753188,10,0.67,0.4,0,0.1,NA
"61698",30176,753189,16,0.41,NA,NA,NA,NA
"61699",30176,753190,20,0.32,0.4,0,0.1,NA
"61700",30176,753191,30,0.16,0.4,0,0.1,NA
"61701",30176,753192,31,0.15,0.4,0,0.1,NA
"61702",30176,753193,40,NA,0.4,0,0.1,NA
"61703",30176,753194,50,0.05,0.45,0.04,0.5,NA
"61704",30176,753195,60,NA,0.67,0.09,3,NA
"61705",30176,753196,68,0.02,0.84,0.03,5.9,NA
"61706",30176,753197,75,0.01,0.93,0.02,7.3,NA
"61707",30176,753198,77,NA,0.95,0.02,7.6,NA
"61708",30176,753199,86,NA,1.08,0.02,10.3,NA
"61709",30176,753200,95,0,1.17,0.01,12.3,NA
"61710",30176,753201,100,NA,1.24,0.01,13.6,NA
"61711",30176,753202,110,NA,1.38,0.01,16,NA
"61712",30176,753203,125,NA,1.47,0.01,17.6,NA
"61713",30176,753204,145,NA,1.73,0.01,22.1,NA
"61714",30176,753205,150,NA,1.77,0.01,22.9,NA
"61715",30176,753206,169,NA,1.89,0.01,24.9,NA
"61716",30176,753207,199,NA,1.96,0.01,26.1,NA
"61717",30176,753208,200,NA,1.96,0.01,26.2,NA
"61718",30176,753209,229,NA,2.1,0.01,28.3,NA
"61719",30176,753210,250,NA,2.24,0.01,30,NA
"61720",30176,753211,269,NA,2.37,0.01,31.4,NA
"61721",30176,753212,300,NA,2.51,0.01,33,NA
"61722",30176,753213,320,NA,2.58,0.01,33.8,NA
"61723",30176,753214,378,NA,2.8,0.01,36.2,NA
"61724",30176,753215,400,NA,2.87,0.01,36.9,NA
"61725",30176,753216,438,NA,2.99,0.01,38,NA
"61726",30176,753217,500,NA,NA,NA,NA,NA
"61727",30176,753218,514,NA,NA,NA,NA,NA
"61728",30177,753219,0,NA,0.4,0.01,0.1,NA
"61729",30177,753220,2,NA,0.4,0.01,0.1,NA
"61730",30177,753221,10,NA,0.4,0.01,0.1,NA
"61731",30177,753222,20,NA,0.45,0.02,0.8,NA
"61732",30177,753223,30,NA,0.71,0.1,4.6,NA
"61733",30177,753224,40,NA,0.9,0.12,7.5,NA
"61734",30177,753225,50,NA,1.16,0.09,11.8,NA
"61735",30177,753226,60,NA,1.25,0.05,13.3,NA
"61736",30177,753227,70,NA,1.37,0.03,15.3,NA
"61737",30177,753228,75,NA,1.48,0.03,17,NA
"61738",30177,753229,85,NA,1.69,0.02,20.2,NA
"61739",30177,753230,99,NA,1.79,0.01,21.5,NA
"61740",30177,753231,100,NA,1.8,0.01,21.6,NA
"61741",30177,753232,119,NA,1.9,0.01,23,NA
"61742",30177,753233,125,NA,1.93,0.01,23.4,NA
"61743",30177,753234,140,NA,2.01,0.01,24.4,NA
"61744",30177,753235,150,NA,2.06,0.01,25.1,NA
"61745",30177,753236,171,NA,2.16,0.02,26.6,NA
"61746",30177,753237,199,NA,2.35,0.01,28.3,NA
"61747",30177,753238,200,NA,2.35,0.01,28.4,NA
"61748",30177,753239,229,NA,2.46,0.01,29.9,NA
"61749",30177,753240,250,NA,2.54,0,30.8,NA
"61750",30177,753241,269,NA,2.6,0,31.5,NA
"61751",30177,753242,300,NA,2.62,0,32.7,NA
"61752",30177,753243,318,NA,2.63,0,33.4,NA
"61753",30177,753244,378,NA,2.78,0,34.9,NA
"61754",30177,753245,400,NA,2.85,0,35.7,NA
"61755",30177,753246,438,NA,2.96,0,37.1,NA
"61756",30177,753247,500,NA,3.09,0,38.7,NA
"61757",30177,753248,516,NA,3.12,0,39.1,NA
"61758",30178,753249,0,NA,0.4,0.02,0.1,NA
"61759",30178,753250,2,NA,0.4,0.02,0.1,NA
"61760",30178,753251,10,NA,0.41,0.02,0.3,NA
"61761",30178,753252,20,NA,0.43,0.03,0.7,NA
"61762",30178,753253,30,NA,0.47,0.05,1.4,NA
"61763",30178,753254,40,NA,0.67,0.1,4.3,NA
"61764",30178,753255,50,NA,0.84,0.14,7.2,NA
"61765",30178,753256,51,NA,0.86,0.14,7.6,NA
"61766",30178,753257,60,NA,1.22,0.06,13.2,NA
"61767",30178,753258,70,NA,1.3,0.05,14.7,NA
"61768",30178,753259,75,NA,1.39,0.04,16.1,NA
"61769",30178,753260,85,NA,1.58,0.02,19.1,NA
"61770",30178,753261,100,NA,1.76,0.02,21.5,NA
"61771",30178,753262,119,NA,1.92,0.01,23.7,NA
"61772",30178,753263,125,NA,1.95,0.01,24.1,NA
"61773",30178,753264,140,NA,2.01,0.01,24.9,NA
"61774",30178,753265,150,NA,2.06,0.01,25.6,NA
"61775",30178,753266,169,NA,2.16,0.01,26.8,NA
"61776",30178,753267,198,NA,2.28,0.01,28.3,NA
"61777",30178,753268,200,NA,2.29,0.01,28.4,NA
"61778",30178,753269,227,NA,2.38,0.02,29.4,NA
"61779",30178,753270,250,NA,2.46,0.02,30.2,NA
"61780",30178,753271,268,NA,2.51,0.01,30.9,NA
"61781",30178,753272,300,NA,2.58,0.01,32.1,NA
"61782",30178,753273,318,NA,2.62,0.01,32.8,NA
"61783",30178,753274,378,NA,2.74,0.01,34.9,NA
"61784",30178,753275,400,NA,2.81,0.01,35.8,NA
"61785",30178,753276,437,NA,2.92,0.01,37.2,NA
"61786",30178,753277,500,NA,3.04,0.01,39.1,NA
"61787",30178,753278,515,NA,3.07,0.01,39.5,NA
"61788",30179,753279,0,NA,0.49,0.04,1.5,NA
"61789",30179,753280,2,NA,0.49,0.04,1.5,NA
"61790",30179,753281,5,NA,0.49,0.04,1.5,NA
"61791",30179,753282,10,NA,0.52,0.04,1.7,NA
"61792",30179,753283,20,NA,0.54,0.05,2.1,NA
"61793",30179,753284,30,NA,0.78,0.11,5.7,NA
"61794",30179,753285,40,NA,0.99,0.11,8.9,NA
"61795",30179,753286,50,NA,1.11,0.1,10.9,NA
"61796",30179,753287,60,NA,1.2,0.09,12.5,NA
"61797",30179,753288,69,NA,1.21,0.09,12.7,NA
"61798",30179,753289,75,NA,1.24,0.09,13.1,NA
"61799",30179,753290,81,NA,1.3,0.09,13.9,NA
"61800",30179,753291,90,NA,1.43,0.09,15.9,NA
"61801",30180,753292,0,NA,0.36,0.01,0.1,NA
"61802",30180,753293,2,NA,0.36,0.01,0.1,NA
"61803",30180,753294,5,NA,0.36,0.01,0.1,NA
"61804",30180,753295,10,NA,0.36,0.01,0.1,NA
"61805",30180,753296,11,NA,0.36,0.01,0.1,NA
"61806",30180,753297,20,NA,0.36,0.01,0.1,NA
"61807",30180,753298,21,NA,0.36,0.01,0.1,NA
"61808",30180,753299,30,NA,0.36,0.01,0.1,NA
"61809",30180,753300,31,NA,0.36,0.01,0.1,NA
"61810",30180,753301,40,NA,0.54,0.1,1.6,NA
"61811",30180,753302,50,NA,0.83,0.14,6.2,NA
"61812",30180,753303,60,NA,0.92,0.1,7.7,NA
"61813",30180,753304,70,NA,1.14,0.05,11.6,NA
"61814",30180,753305,75,NA,1.25,0.05,13.3,NA
"61815",30180,753306,84,NA,1.42,0.05,15.5,NA
"61816",30180,753307,100,NA,1.45,0.05,15.9,NA
"61817",30180,753308,102,NA,1.45,0.05,15.9,NA
"61818",30180,753309,121,NA,1.66,0.05,19,NA
"61819",30181,753310,0,0.94,0.37,0.01,0,NA
"61820",30181,753311,1,0.94,0.37,0.01,0,NA
"61821",30181,753312,5,NA,0.37,0.01,0,NA
"61822",30181,753313,10,0.53,0.37,0.01,0,NA
"61823",30181,753314,12,0.41,0.37,0.01,0,NA
"61824",30181,753315,19,NA,0.37,0.01,0,NA
"61825",30181,753316,20,0.26,0.37,0.01,0,NA
"61826",30181,753317,26,0.15,0.37,0.01,0,NA
"61827",30182,753318,0,NA,0.38,0.01,0.1,NA
"61828",30182,753319,1,NA,0.38,0.01,0.1,NA
"61829",30182,753320,10,NA,0.37,0.01,0,NA
"61830",30182,753321,20,NA,0.38,0.01,0.1,NA
"61831",30182,753322,21,NA,0.38,0.01,0.1,NA
"61832",30182,753323,30,NA,0.38,0.01,0.1,NA
"61833",30182,753324,40,NA,0.54,0.12,1.7,NA
"61834",30182,753325,50,NA,0.69,0.25,3.7,NA
"61835",30182,753326,60,NA,0.83,0.16,5.9,NA
"61836",30182,753327,70,NA,1.12,0.05,10.8,NA
"61837",30182,753328,75,NA,1.21,0.04,12.3,NA
"61838",30182,753329,85,NA,1.32,0.02,14.2,NA
"61839",30182,753330,100,NA,1.38,0.02,15,NA
"61840",30182,753331,120,NA,1.51,0.02,17,NA
"61841",30182,753332,125,NA,1.62,0.02,18.6,NA
"61842",30182,753333,139,NA,1.94,0.02,23.1,NA
"61843",30182,753334,150,NA,2.04,0.02,24.6,NA
"61844",30182,753335,169,NA,2.12,0.01,25.7,NA
"61845",30182,753336,199,NA,2.28,0.01,27.8,NA
"61846",30182,753337,200,NA,2.28,0.01,27.8,NA
"61847",30182,753338,229,NA,2.4,0.01,28.9,NA
"61848",30182,753339,250,NA,2.5,0.01,30.5,NA
"61849",30182,753340,268,NA,2.59,0.01,31.9,NA
"61850",30182,753341,300,NA,2.71,0.01,33.1,NA
"61851",30182,753342,318,NA,2.77,0.01,33.5,NA
"61852",30182,753343,378,NA,2.93,0.01,34.2,NA
"61853",30182,753344,400,NA,3,0.01,34,NA
"61854",30182,753345,437,NA,3.16,0.01,33.6,NA
"61855",30182,753346,477,NA,3.47,0.01,29.2,NA
"61856",30182,753347,500,NA,3.58,0.01,27,NA
"61857",30182,753348,512,NA,3.63,0.01,25.8,NA
"61858",30182,753349,537,NA,3.74,0.01,22.9,NA
"61859",30182,753350,562,NA,NA,NA,NA,NA
"61860",30182,753351,566,NA,3.8,0.01,21.2,NA
"61861",30183,753352,0,NA,0.42,0.04,0.4,NA
"61862",30183,753353,1,NA,0.42,0.04,0.4,NA
"61863",30183,753354,5,NA,0.42,0.04,0.4,NA
"61864",30183,753355,10,NA,0.42,0.04,0.4,NA
"61865",30183,753356,20,NA,0.45,0.04,0.8,NA
"61866",30183,753357,30,NA,0.47,0.05,1,NA
"61867",30183,753358,31,NA,0.47,0.05,1,NA
"61868",30183,753359,41,NA,0.66,0.18,3.6,NA
"61869",30183,753360,50,NA,1.06,0.12,10,NA
"61870",30183,753361,60,NA,1.05,0.14,9.8,NA
"61871",30183,753362,73,NA,1.1,0.14,10.6,NA
"61872",30184,753363,0,NA,0.49,0.04,1.4,NA
"61873",30184,753364,2,NA,0.49,0.04,1.4,NA
"61874",30184,753365,10,NA,0.49,0.04,1.4,NA
"61875",30184,753366,12,NA,0.49,0.04,1.4,NA
"61876",30184,753367,20,NA,0.5,0.05,1.6,NA
"61877",30184,753368,21,NA,0.5,0.05,1.6,NA
"61878",30184,753369,30,NA,0.75,0.15,5.3,NA
"61879",30184,753370,42,NA,1.29,0.04,13.8,NA
"61880",30184,753371,50,NA,1.46,0.02,15.9,NA
"61881",30184,753372,51,NA,1.47,0.02,16,NA
"61882",30184,753373,59,NA,1.52,0.02,17.3,NA
"61883",30184,753374,72,NA,1.65,0.02,19.1,NA
"61884",30184,753375,75,NA,1.68,0.02,19.5,NA
"61885",30184,753376,86,NA,1.78,0.01,20.9,NA
"61886",30184,753377,100,NA,1.92,0.01,22.8,NA
"61887",30184,753378,103,NA,1.95,0.01,23.2,NA
"61888",30184,753379,120,NA,2.01,0.01,24,NA
"61889",30184,753380,125,NA,2.01,0.01,24.2,NA
"61890",30184,753381,144,NA,1.99,0.02,25,NA
"61891",30184,753382,150,NA,1.97,0.02,25.1,NA
"61892",30184,753383,169,NA,1.92,0.03,25.3,NA
"61893",30184,753384,194,NA,1.98,0.02,26.4,NA
"61894",30184,753385,200,NA,1.99,0.02,26.6,NA
"61895",30184,753386,238,NA,2.06,0.02,28.1,NA
"61896",30184,753387,250,NA,2.1,0.02,28.7,NA
"61897",30184,753388,267,NA,2.18,0.01,29.7,NA
"61898",30184,753389,300,NA,2.36,0.01,32,NA
"61899",30184,753390,319,NA,2.46,0.01,33.3,NA
"61900",30184,753391,375,NA,2.68,0.01,36.1,NA
"61901",30184,753392,400,NA,2.78,0.01,37.2,NA
"61902",30184,753393,437,NA,2.92,0,38.5,NA
"61903",30184,753394,500,NA,3.08,0.01,39.4,NA
"61904",30184,753395,513,NA,3.11,0.01,39.6,NA
"61905",30185,753396,0,NA,0.56,0.01,0.1,NA
"61906",30185,753397,1,NA,0.56,0.01,0.1,NA
"61907",30185,753398,10,NA,0.55,0.01,0,NA
"61908",30185,753399,15,NA,0.55,0.01,0,NA
"61909",30185,753400,20,NA,0.55,0.01,0,NA
"61910",30185,753401,30,NA,0.55,0,0,NA
"61911",30185,753402,31,NA,0.55,0,0,NA
"61912",30185,753403,45,NA,0.55,0,0,NA
"61913",30185,753404,50,NA,0.6,0.08,0.7,NA
"61914",30185,753405,56,NA,0.68,0.15,1.8,NA
"61915",30185,753406,65,NA,0.83,0.08,4.1,NA
"61916",30185,753407,75,NA,1.07,0.02,8.3,NA
"61917",30185,753408,86,NA,1.31,0.01,12.9,NA
"61918",30185,753409,96,NA,1.43,0.01,15,NA
"61919",30185,753410,100,NA,1.47,0.01,15.7,NA
"61920",30185,753411,110,NA,1.55,0.01,17.4,NA
"61921",30185,753412,125,NA,1.69,0.01,20,NA
"61922",30185,753413,127,NA,1.71,0.01,20.4,NA
"61923",30185,753414,145,NA,1.92,0.01,24.1,NA
"61924",30185,753415,150,NA,1.97,0.01,24.9,NA
"61925",30185,753416,170,NA,2.12,0,27.2,NA
"61926",30185,753417,200,NA,2.22,0,28.8,NA
"61927",30185,753418,202,NA,2.22,0,28.9,NA
"61928",30185,753419,229,NA,2.31,0,30.2,NA
"61929",30185,753420,250,NA,2.35,0,31,NA
"61930",30185,753421,269,NA,2.39,0,31.8,NA
"61931",30185,753422,300,NA,2.5,0,33.3,NA
"61932",30185,753423,319,NA,2.58,0,34.3,NA
"61933",30185,753424,381,NA,2.79,0,37,NA
"61934",30185,753425,400,NA,2.86,0,37.6,NA
"61935",30185,753426,437,NA,2.98,0,38.5,NA
"61936",30185,753427,500,NA,3.11,0,39.3,NA
"61937",30185,753428,511,NA,3.13,0,39.4,NA
"61938",30186,753429,0,0.94,0.41,0.01,0.1,NA
"61939",30186,753430,2,0.94,0.41,0.01,0.1,NA
"61940",30186,753431,10,0.41,0.41,0.01,0.1,NA
"61941",30186,753432,19,0.15,0.41,0.01,0.1,NA
