"","Cst_Cnt","Btl_Cnt","Depthm","LightP","PO4uM","NO2uM","NO3uM","NH3uM"
"60991",30151,752482,300,NA,2.56,0.01,34.1,NA
"60992",30151,752483,320,NA,2.7,0.01,35.4,NA
"60993",30151,752484,378,NA,2.85,0.01,37.6,NA
"60994",30151,752485,400,NA,2.93,0.01,38.2,NA
"60995",30151,752486,438,NA,3.05,0.01,39.1,NA
"60996",30151,752487,500,NA,3.16,0.01,40.3,NA
"60997",30151,752488,513,NA,3.18,0.01,40.6,NA
"60998",30152,752489,0,0.94,0.41,0,0,NA
"60999",30152,752490,1,0.94,0.41,0,0,NA
"61000",30152,752491,8,NA,0.41,0,0,NA
"61001",30152,752492,10,0.64,0.41,0,0,NA
"61002",30152,752493,15,0.41,0.4,0,0,NA
"61003",30152,752494,20,0.3,0.4,0,0,NA
"61004",30152,752495,23,NA,0.4,0,0,NA
"61005",30152,752496,30,0.16,0.42,0.01,0.1,NA
"61006",30152,752497,31,0.15,0.42,0.01,0.1,NA
"61007",30152,752498,39,NA,0.51,0.07,0.7,NA
"61008",30152,752499,48,0.05,0.74,0.13,4.4,NA
"61009",30152,752500,50,0.04,0.86,0.11,6.4,NA
"61010",30152,752501,56,NA,1.22,0.05,12.5,NA
"61011",30152,752502,65,0.02,1.42,0.03,16.2,NA
"61012",30152,752503,75,0.01,1.66,0.02,20.4,NA
"61013",30152,752504,78,NA,1.72,0.02,21.4,NA
"61014",30152,752505,91,0,1.79,0.01,22.9,NA
"61015",30152,752506,100,NA,1.87,0.01,24,NA
"61016",30152,752507,106,NA,1.92,0.01,24.8,NA
"61017",30152,752508,120,NA,2,0.01,26.3,NA
"61018",30152,752509,125,NA,2.02,0.01,26.6,NA
"61019",30152,752510,140,NA,2.06,0.01,27.2,NA
"61020",30152,752511,150,NA,2.1,0.01,27.8,NA
"61021",30152,752512,170,NA,2.18,0.01,29,NA
"61022",30152,752513,200,NA,2.24,0.01,29.8,NA
"61023",30152,752514,229,NA,2.28,0.01,30.6,NA
"61024",30152,752515,250,NA,2.37,0.01,31.8,NA
"61025",30152,752516,269,NA,2.46,0.01,32.9,NA
"61026",30152,752517,300,NA,2.57,0.01,34.3,NA
"61027",30152,752518,319,NA,2.63,0.01,35.1,NA
"61028",30152,752519,378,NA,2.87,0.01,37.5,NA
"61029",30152,752520,400,NA,2.94,0.01,38.3,NA
"61030",30152,752521,438,NA,3.04,0.01,39.4,NA
"61031",30152,752522,500,NA,3.16,0.01,40.5,NA
"61032",30152,752523,515,NA,3.19,0.01,40.8,NA
"61033",30153,752524,0,NA,0.43,0.03,0.3,NA
"61034",30153,752525,2,NA,0.43,0.03,0.3,NA
"61035",30153,752526,10,NA,0.44,0.04,0.5,NA
"61036",30153,752527,11,NA,0.44,0.04,0.5,NA
"61037",30153,752528,20,NA,0.46,0.06,0.8,NA
"61038",30153,752529,21,NA,0.46,0.06,0.8,NA
"61039",30153,752530,30,NA,0.49,0.07,1.3,NA
"61040",30153,752531,31,NA,0.49,0.07,1.3,NA
"61041",30153,752532,40,NA,0.72,0.09,4.6,NA
"61042",30153,752533,50,NA,1.01,0.06,9.5,NA
"61043",30153,752534,60,NA,1.2,0.03,12.8,NA
"61044",30153,752535,70,NA,1.31,0.03,14.7,NA
"61045",30153,752536,75,NA,1.37,0.03,15.7,NA
"61046",30153,752537,86,NA,1.5,0.02,17.9,NA
"61047",30153,752538,100,NA,1.67,0.02,20.8,NA
"61048",30153,752539,120,NA,1.77,0.02,22.1,NA
"61049",30153,752540,125,NA,1.83,0.02,22.8,NA
"61050",30153,752541,139,NA,2,0.01,24.9,NA
"61051",30153,752542,150,NA,2.07,0.01,26,NA
"61052",30153,752543,170,NA,2.16,0.01,27.4,NA
"61053",30153,752544,200,NA,2.37,0.01,29.5,NA
"61054",30153,752545,201,NA,2.38,0.01,29.6,NA
"61055",30153,752546,230,NA,2.51,0.01,30.7,NA
"61056",30153,752547,250,NA,2.57,0.01,31.6,NA
"61057",30153,752548,269,NA,2.62,0.01,32.5,NA
"61058",30153,752549,300,NA,2.73,0.01,33.6,NA
"61059",30153,752550,318,NA,2.79,0.01,34.2,NA
"61060",30153,752551,380,NA,2.89,0.01,36,NA
"61061",30153,752552,400,NA,2.96,0.01,36.9,NA
"61062",30153,752553,437,NA,3.08,0.01,38.5,NA
"61063",30153,752554,500,NA,3.12,0.01,39.5,NA
"61064",30153,752555,509,NA,3.13,0.01,39.6,NA
"61065",30154,752556,0,NA,0.4,0.01,0,NA
"61066",30154,752557,1,NA,0.4,0.01,0,NA
"61067",30154,752558,10,NA,0.4,0.01,0,NA
"61068",30154,752559,20,NA,0.4,0.01,0,NA
"61069",30154,752560,30,NA,0.41,0.02,0.1,NA
"61070",30154,752561,40,NA,0.53,0.09,1.8,NA
"61071",30154,752562,50,NA,0.88,0.07,7.4,NA
"61072",30154,752563,60,NA,1.05,0.04,10.3,NA
"61073",30154,752564,70,NA,1.21,0.03,13,NA
"61074",30154,752565,75,NA,1.29,0.03,14.3,NA
"61075",30154,752566,85,NA,1.42,0.02,16.7,NA
"61076",30154,752567,100,NA,1.54,0.02,18.8,NA
"61077",30154,752568,101,NA,1.55,0.02,18.9,NA
"61078",30154,752569,120,NA,1.7,0.02,21.2,NA
"61079",30154,752570,125,NA,1.76,0.02,22.1,NA
"61080",30154,752571,140,NA,1.96,0.02,24.6,NA
"61081",30154,752572,150,NA,2.04,0.02,25.6,NA
"61082",30154,752573,170,NA,2.17,0.01,27.1,NA
"61083",30154,752574,199,NA,2.35,0.01,29.1,NA
"61084",30154,752575,200,NA,2.35,0.01,29.1,NA
"61085",30154,752576,229,NA,2.44,0.01,30,NA
"61086",30154,752577,250,NA,2.51,0.02,30.6,NA
"61087",30154,752578,269,NA,2.57,0.02,31.2,NA
"61088",30154,752579,300,NA,2.7,0.01,32.8,NA
"61089",30154,752580,319,NA,2.77,0.01,33.7,NA
"61090",30154,752581,378,NA,2.87,0.01,35.2,NA
"61091",30154,752582,400,NA,2.92,0.01,36,NA
"61092",30154,752583,438,NA,3,0.01,37.3,NA
"61093",30154,752584,500,NA,3.12,0.01,39,NA
"61094",30154,752585,516,NA,3.15,0.01,39.5,NA
"61095",30155,752586,0,NA,0.39,0,0.1,NA
"61096",30155,752587,1,NA,0.39,0,0.1,NA
"61097",30155,752588,10,NA,0.39,0,0,NA
"61098",30155,752589,11,NA,0.39,0,0,NA
"61099",30155,752590,20,NA,0.39,0,0,NA
"61100",30155,752591,30,NA,0.39,0,0,NA
"61101",30155,752592,40,NA,0.42,0.02,0.1,NA
"61102",30155,752593,50,NA,0.67,0.1,3.2,NA
"61103",30155,752594,60,NA,0.86,0.09,6.9,NA
"61104",30155,752595,69,NA,0.98,0.04,8.9,NA
"61105",30155,752596,75,NA,1.09,0.03,10.8,NA
"61106",30155,752597,85,NA,1.25,0.02,13.7,NA
"61107",30155,752598,100,NA,1.36,0.02,15.6,NA
"61108",30155,752599,120,NA,1.58,0.01,19.5,NA
"61109",30155,752600,125,NA,1.66,0.01,20.5,NA
"61110",30155,752601,139,NA,1.87,0.01,22.9,NA
"61111",30155,752602,150,NA,1.99,0.01,24.4,NA
"61112",30155,752603,169,NA,2.14,0.01,26.3,NA
"61113",30155,752604,200,NA,2.33,0.01,28.1,NA
"61114",30155,752605,201,NA,2.33,0.01,28.1,NA
"61115",30155,752606,229,NA,2.4,0.01,28.7,NA
"61116",30155,752607,250,NA,2.44,0.01,29.2,NA
"61117",30155,752608,268,NA,2.48,0.01,29.8,NA
"61118",30155,752609,300,NA,2.6,0.01,31.1,NA
"61119",30155,752610,319,NA,2.68,0.01,31.9,NA
"61120",30155,752611,380,NA,2.81,0.01,33.9,NA
"61121",30155,752612,400,NA,2.85,0.01,34.6,NA
"61122",30155,752613,441,NA,2.93,0.01,36,NA
"61123",30155,752614,500,NA,3.03,0.01,37.7,NA
"61124",30155,752615,511,NA,3.05,0.01,38,NA
"61125",30156,752616,0,NA,0.37,0,0.1,NA
"61126",30156,752617,2,NA,0.37,0,0.1,NA
"61127",30156,752618,10,NA,0.37,0,0.1,NA
"61128",30156,752619,11,NA,0.37,0,0.1,NA
"61129",30156,752620,20,NA,0.39,0.01,0.2,NA
"61130",30156,752621,21,NA,0.39,0.01,0.2,NA
"61131",30156,752622,30,NA,0.43,0.03,0.3,NA
"61132",30156,752623,31,NA,0.44,0.03,0.3,NA
"61133",30156,752624,41,NA,0.55,0.14,1.6,NA
"61134",30156,752625,50,NA,0.68,0.19,3.3,NA
"61135",30156,752626,51,NA,0.7,0.19,3.6,NA
"61136",30156,752627,60,NA,0.89,0.08,7,NA
"61137",30156,752628,70,NA,1.01,0.04,9.1,NA
"61138",30156,752629,75,NA,1.1,0.03,10.7,NA
"61139",30156,752630,85,NA,1.29,0.02,13.8,NA
"61140",30156,752631,99,NA,1.42,0.02,15.8,NA
"61141",30156,752632,100,NA,1.43,0.02,15.9,NA
"61142",30156,752633,120,NA,1.57,0.01,18.6,NA
"61143",30156,752634,125,NA,1.62,0.01,19.3,NA
"61144",30156,752635,139,NA,1.76,0.01,21.1,NA
"61145",30156,752636,150,NA,1.85,0.01,22.4,NA
"61146",30156,752637,169,NA,2,0.01,24.5,NA
"61147",30156,752638,199,NA,2.23,0.01,27.2,NA
"61148",30156,752639,200,NA,2.24,0.01,27.3,NA
"61149",30156,752640,229,NA,2.39,0.01,28.8,NA
"61150",30156,752641,250,NA,2.45,0.01,29.4,NA
"61151",30156,752642,269,NA,2.49,0.01,29.9,NA
"61152",30156,752643,300,NA,2.59,0.01,30.9,NA
"61153",30156,752644,318,NA,2.65,0.01,31.5,NA
"61154",30156,752645,379,NA,2.8,0.01,34,NA
"61155",30156,752646,400,NA,2.85,0.01,34.8,NA
"61156",30156,752647,438,NA,2.94,0.01,36.2,NA
"61157",30156,752648,500,NA,3.07,0.01,38.2,NA
"61158",30156,752649,515,NA,3.1,0.01,38.7,NA
"61159",30157,752650,0,0.94,0.36,0,0.1,NA
"61160",30157,752651,2,0.94,0.36,0,0.1,NA
"61161",30157,752652,8,NA,0.36,0,0.1,NA
"61162",30157,752653,10,0.68,0.36,0,0.1,NA
"61163",30157,752654,16,0.41,0.36,0,0.1,NA
"61164",30157,752655,20,0.32,0.37,0,0.1,NA
"61165",30157,752656,25,NA,0.39,0,0.1,NA
"61166",30157,752657,30,0.18,0.4,0,0.1,NA
"61167",30157,752658,34,0.15,0.42,0.01,0.1,NA
"61168",30157,752659,44,NA,0.49,0.03,0.6,NA
"61169",30157,752660,50,0.06,0.71,0.1,4,NA
"61170",30157,752661,54,0.05,0.88,0.14,6.7,NA
"61171",30157,752662,64,NA,1.17,0.04,11.6,NA
"61172",30157,752663,73,0.02,1.23,0.03,12.6,NA
"61173",30157,752664,75,0.02,1.25,0.03,12.9,NA
"61174",30157,752665,88,NA,1.37,0.02,14.8,NA
"61175",30157,752666,100,0,1.46,0.02,16.3,NA
"61176",30157,752667,102,0,1.47,0.02,16.5,NA
"61177",30157,752668,120,NA,1.62,0.01,18.8,NA
"61178",30157,752669,125,NA,1.66,0.01,19.6,NA
"61179",30157,752670,140,NA,1.8,0,21.9,NA
"61180",30157,752671,150,NA,1.92,0,23.4,NA
"61181",30157,752672,169,NA,2.14,0.01,25.8,NA
"61182",30157,752673,198,NA,2.29,0,27.5,NA
"61183",30157,752674,200,NA,2.3,0,27.6,NA
"61184",30157,752675,229,NA,2.38,0,28.4,NA
"61185",30157,752676,250,NA,2.51,0.01,29.7,NA
"61186",30157,752677,258,NA,2.55,0.01,30.2,NA
"61187",30157,752678,290,NA,2.57,0,30.4,NA
"61188",30158,752679,0,NA,0.3,0,0.1,NA
"61189",30158,752680,1,NA,0.3,0,0.1,NA
"61190",30158,752681,10,NA,0.3,0,0.1,NA
"61191",30158,752682,20,NA,0.35,0.04,0.1,NA
"61192",30158,752683,30,NA,0.61,0.45,2.9,NA
"61193",30158,752684,40,NA,0.78,0.36,5.4,NA
"61194",30158,752685,50,NA,0.95,0.07,8,NA
"61195",30158,752686,60,NA,1.17,0.02,11.6,NA
"61196",30158,752687,70,NA,1.36,0.01,14.5,NA
"61197",30158,752688,75,NA,1.43,0.01,15.5,NA
"61198",30158,752689,85,NA,1.52,0.01,16.8,NA
"61199",30158,752690,100,NA,1.61,0.01,17.9,NA
"61200",30158,752691,120,NA,1.82,0.01,21.1,NA
"61201",30158,752692,125,NA,1.85,0.01,21.5,NA
"61202",30158,752693,140,NA,1.92,0.01,22.6,NA
"61203",30158,752694,150,NA,1.98,0.01,23.5,NA
"61204",30158,752695,170,NA,2.1,0.01,25.2,NA
"61205",30158,752696,199,NA,2.3,0.01,26.9,NA
"61206",30158,752697,200,NA,2.3,0.01,27,NA
"61207",30158,752698,229,NA,2.39,0.01,28.3,NA
"61208",30158,752699,250,NA,2.47,0.01,29.2,NA
"61209",30158,752700,270,NA,2.54,0.01,29.9,NA
"61210",30158,752701,300,NA,2.62,0.01,30.9,NA
"61211",30158,752702,318,NA,2.66,0.01,31.5,NA
"61212",30158,752703,378,NA,2.86,0,34.7,NA
"61213",30158,752704,400,NA,2.92,0,35.5,NA
"61214",30158,752705,437,NA,3,0,36.7,NA
"61215",30158,752706,500,NA,3.14,0.01,38.2,NA
"61216",30158,752707,511,NA,3.16,0.01,38.5,NA
"61217",30159,752708,0,NA,0.32,0,0.1,NA
"61218",30159,752709,2,NA,0.32,0,0.1,NA
"61219",30159,752710,5,NA,0.31,0,0.1,NA
"61220",30159,752711,10,NA,0.31,0,0.1,NA
"61221",30159,752712,20,NA,0.37,0.05,0.5,NA
"61222",30159,752713,21,NA,0.38,0.05,0.5,NA
"61223",30159,752714,30,NA,0.6,0.25,2.4,NA
"61224",30159,752715,40,NA,0.91,0.57,7.2,NA
"61225",30159,752716,50,NA,1.07,0.21,9.5,NA
"61226",30160,752717,0,NA,0.36,0.01,0.1,NA
"61227",30160,752718,1,NA,0.36,0.01,0.1,NA
"61228",30160,752719,6,NA,0.36,0.01,0.1,NA
"61229",30160,752720,10,NA,0.36,0.01,0.1,NA
"61230",30160,752721,11,NA,0.36,0.01,0.1,NA
"61231",30160,752722,20,NA,0.36,0.01,0.1,NA
"61232",30160,752723,21,NA,0.36,0.01,0.1,NA
"61233",30160,752724,30,NA,0.43,0.06,0.5,NA
"61234",30160,752725,41,NA,0.83,0.36,4.2,NA
"61235",30160,752726,50,NA,1.08,0.73,9,NA
"61236",30161,752727,0,NA,0.36,0.01,0.1,NA
"61237",30161,752728,1,NA,0.36,0.01,0.1,NA
"61238",30161,752729,10,NA,0.36,0.01,0.1,NA
"61239",30161,752730,20,NA,0.37,0.01,0.1,NA
"61240",30161,752731,30,NA,0.36,0.01,0,NA
"61241",30161,752732,40,NA,0.47,0.06,0.5,NA
"61242",30161,752733,50,NA,0.59,0.14,2.1,NA
"61243",30161,752734,59,NA,0.85,0.12,6.5,NA
"61244",30161,752735,70,NA,1.05,0.05,9.7,NA
"61245",30161,752736,75,NA,1.1,0.04,10.6,NA
"61246",30161,752737,85,NA,1.19,0.03,12.1,NA
"61247",30161,752738,99,NA,1.34,0.03,14.4,NA
"61248",30161,752739,100,NA,1.35,0.03,14.6,NA
"61249",30161,752740,119,NA,1.57,0.02,18.3,NA
"61250",30161,752741,125,NA,1.62,0.02,19.2,NA
"61251",30161,752742,140,NA,1.76,0.01,21.2,NA
"61252",30161,752743,150,NA,1.88,0.01,22.7,NA
"61253",30161,752744,168,NA,2.08,0.01,25,NA
"61254",30161,752745,198,NA,2.2,0.01,26.5,NA
"61255",30161,752746,200,NA,2.21,0.01,26.6,NA
"61256",30161,752747,228,NA,2.37,0.01,28.6,NA
"61257",30161,752748,250,NA,2.48,0.01,29.7,NA
"61258",30161,752749,268,NA,2.56,0.01,30.4,NA
"61259",30161,752750,300,NA,2.66,0.01,31.9,NA
"61260",30161,752751,318,NA,2.7,0.01,32.7,NA
"61261",30161,752752,378,NA,2.87,0.01,35,NA
"61262",30161,752753,400,NA,2.93,0.01,35.7,NA
"61263",30161,752754,437,NA,3.01,0.01,36.9,NA
"61264",30161,752755,500,NA,3.13,0.01,38.7,NA
"61265",30161,752756,515,NA,3.16,0.01,39.1,NA
"61266",30162,752757,0,NA,0.38,0,0.1,NA
"61267",30162,752758,2,NA,0.38,0,0.1,NA
"61268",30162,752759,10,NA,0.38,0,0,NA
"61269",30162,752760,20,NA,0.38,0,0,NA
"61270",30162,752761,30,NA,0.38,0,0,NA
"61271",30162,752762,39,NA,0.54,0.09,1.6,NA
"61272",30162,752763,49,NA,0.87,0.14,6.8,NA
"61273",30162,752764,50,NA,0.9,0.13,7.3,NA
"61274",30162,752765,59,NA,1.12,0.04,11.2,NA
"61275",30162,752766,69,NA,1.27,0.02,13.7,NA
"61276",30162,752767,75,NA,1.35,0.02,15.1,NA
"61277",30162,752768,84,NA,1.47,0.02,17,NA
"61278",30162,752769,99,NA,1.66,0.02,20,NA
"61279",30162,752770,100,NA,1.67,0.02,20.1,NA
"61280",30162,752771,119,NA,1.87,0.01,22.4,NA
"61281",30162,752772,125,NA,1.92,0.01,23,NA
"61282",30162,752773,139,NA,2.01,0.02,24.4,NA
"61283",30162,752774,150,NA,2.09,0.02,25.5,NA
"61284",30162,752775,169,NA,2.23,0.01,27.1,NA
"61285",30162,752776,198,NA,2.37,0.01,28.3,NA
"61286",30162,752777,200,NA,2.38,0.01,28.4,NA
"61287",30162,752778,228,NA,2.46,0.01,29.5,NA
"61288",30162,752779,250,NA,2.55,0.01,30.4,NA
"61289",30162,752780,270,NA,2.63,0.01,31.2,NA
"61290",30162,752781,300,NA,2.7,0.01,32.3,NA
"61291",30162,752782,319,NA,2.74,0.01,33,NA
"61292",30162,752783,379,NA,2.87,0.01,35.1,NA
"61293",30162,752784,400,NA,2.9,0.01,35.6,NA
"61294",30162,752785,439,NA,2.95,0.01,36.3,NA
"61295",30162,752786,500,NA,3.07,0.01,37.8,NA
"61296",30162,752787,513,NA,3.09,0.01,38.1,NA
"61297",30163,752788,0,0.94,0.45,0.03,0.7,NA
"61298",30163,752789,1,0.94,0.45,0.03,0.7,NA
"61299",30163,752790,10,0.53,0.46,0.04,0.7,NA
"61300",30163,752791,12,0.41,0.46,0.04,0.7,NA
"61301",30163,752792,19,NA,0.68,0.11,4.2,NA
"61302",30163,752793,20,0.22,0.72,0.12,4.8,NA
"61303",30163,752794,25,0.15,0.87,0.15,7.2,NA
"61304",30163,752795,30,0.1,0.91,0.15,7.8,NA
"61305",30163,752796,32,NA,0.92,0.15,7.9,NA
"61306",30163,752797,39,0.05,0.99,0.15,8.9,NA
"61307",30163,752798,45,NA,1.15,0.09,11.6,NA
"61308",30163,752799,50,0.02,1.21,0.09,12.8,NA
"61309",30163,752800,52,0.02,1.23,0.09,13.1,NA
"61310",30163,752801,62,NA,1.31,0.06,14.4,NA
"61311",30163,752802,72,0,1.5,0.03,17.6,NA
"61312",30163,752803,75,NA,1.54,0.03,18.2,NA
"61313",30163,752804,86,NA,1.66,0.02,19.8,NA
"61314",30163,752805,100,NA,1.77,0.01,21.2,NA
"61315",30163,752806,120,NA,1.93,0.01,24,NA
"61316",30163,752807,125,NA,1.96,0.01,24.5,NA
"61317",30163,752808,140,NA,2.05,0.01,25.7,NA
"61318",30163,752809,150,NA,2.13,0.01,26.5,NA
"61319",30163,752810,170,NA,2.28,0.01,28,NA
"61320",30163,752811,200,NA,2.42,0.01,29.5,NA
"61321",30163,752812,229,NA,2.55,0.01,30.5,NA
"61322",30163,752813,250,NA,2.61,0.01,31.2,NA
"61323",30163,752814,269,NA,2.65,0.01,31.9,NA
"61324",30163,752815,300,NA,2.73,0.01,33.1,NA
"61325",30163,752816,318,NA,2.77,0.01,33.7,NA
"61326",30163,752817,379,NA,2.87,0,35.3,NA
"61327",30163,752818,400,NA,2.89,0,35.5,NA
"61328",30163,752819,438,NA,2.92,0,36,NA
"61329",30163,752820,500,NA,3.07,0,38.3,NA
"61330",30163,752821,514,NA,3.11,0,38.8,NA
"61331",30164,752822,0,NA,0.46,0.06,0.8,NA
"61332",30164,752823,2,NA,0.46,0.06,0.8,NA
"61333",30164,752824,6,NA,0.45,0.07,0.8,NA
"61334",30164,752825,10,NA,0.45,0.07,0.8,NA
"61335",30164,752826,11,NA,0.45,0.07,0.8,NA
"61336",30164,752827,20,NA,0.48,0.09,1.1,NA
"61337",30164,752828,21,NA,0.48,0.09,1.1,NA
"61338",30164,752829,30,NA,0.49,0.09,1.4,NA
"61339",30164,752830,41,NA,0.53,0.11,2,NA
"61340",30164,752831,50,NA,0.83,0.13,6.7,NA
"61341",30164,752832,60,NA,1.17,0.07,12,NA
"61342",30164,752833,69,NA,1.24,0.06,13.3,NA
"61343",30165,752834,0,NA,0.4,0,0,NA
"61344",30165,752835,2,NA,0.4,0,0,NA
"61345",30165,752836,10,NA,0.4,0,0,NA
"61346",30165,752837,12,NA,0.4,0,0,NA
"61347",30165,752838,20,NA,0.4,0,0,NA
"61348",30165,752839,21,NA,0.4,0,0,NA
"61349",30165,752840,30,NA,0.4,0,0,NA
"61350",30165,752841,31,NA,0.4,0,0,NA
"61351",30165,752842,40,NA,0.42,0.01,0.1,NA
"61352",30165,752843,50,NA,0.5,0.06,1.1,NA
"61353",30165,752844,60,NA,0.65,0.09,3.1,NA
"61354",30165,752845,70,NA,0.81,0.05,5.6,NA
"61355",30165,752846,75,NA,0.93,0.04,7.7,NA
"61356",30165,752847,85,NA,1.17,0.02,12.1,NA
"61357",30165,752848,100,NA,1.39,0.01,15.9,NA
"61358",30165,752849,119,NA,1.52,0.01,18.2,NA
"61359",30165,752850,125,NA,1.58,0.01,19,NA
"61360",30165,752851,139,NA,1.74,0.01,21.1,NA
"61361",30165,752852,150,NA,1.87,0.01,22.8,NA
"61362",30165,752853,169,NA,2.05,0.01,25.3,NA
"61363",30165,752854,199,NA,2.17,0.01,27.7,NA
"61364",30165,752855,200,NA,2.18,0.01,27.8,NA
"61365",30165,752856,229,NA,2.39,0.01,30,NA
"61366",30165,752857,250,NA,2.47,0.01,30.7,NA
"61367",30165,752858,268,NA,2.53,0.01,31.2,NA
"61368",30165,752859,300,NA,2.67,0.01,32.7,NA
"61369",30165,752860,318,NA,2.75,0.01,33.5,NA
"61370",30165,752861,378,NA,2.91,0.01,35.6,NA
"61371",30165,752862,400,NA,2.95,0.01,36.3,NA
"61372",30165,752863,437,NA,3.01,0.01,37.4,NA
"61373",30165,752864,500,NA,3.09,0.01,39,NA
"61374",30165,752865,516,NA,3.11,0.01,39.4,NA
"61375",30166,752866,0,NA,0.4,0,0,NA
"61376",30166,752867,1,NA,0.4,0,0,NA
"61377",30166,752868,10,NA,0.41,0.01,0,NA
"61378",30166,752869,20,NA,0.42,0.01,0.1,NA
"61379",30166,752870,30,NA,0.41,0.01,0.1,NA
"61380",30166,752871,40,NA,0.44,0.02,0.3,NA
"61381",30166,752872,50,NA,0.68,0.07,3.7,NA
"61382",30166,752873,60,NA,0.79,0.07,5.3,NA
"61383",30166,752874,70,NA,1.11,0.03,10.8,NA
"61384",30166,752875,75,NA,1.17,0.03,12,NA
"61385",30166,752876,85,NA,1.24,0.02,13.4,NA
"61386",30166,752877,100,NA,1.41,0.02,16.4,NA
"61387",30166,752878,120,NA,1.66,0.02,20.6,NA
"61388",30166,752879,125,NA,1.68,0.02,20.9,NA
"61389",30166,752880,140,NA,1.71,0.02,21.3,NA
"61390",30166,752881,150,NA,1.77,0.02,22.3,NA
"61391",30166,752882,169,NA,1.9,0.02,24.7,NA
"61392",30166,752883,200,NA,2.12,0.02,27.7,NA
"61393",30166,752884,229,NA,2.25,0.02,29.1,NA
"61394",30166,752885,250,NA,2.39,0.01,30.1,NA
"61395",30166,752886,268,NA,2.51,0.01,30.9,NA
"61396",30166,752887,300,NA,2.61,0.01,32.2,NA
"61397",30166,752888,318,NA,2.64,0.01,33,NA
"61398",30166,752889,377,NA,2.81,0.01,36.1,NA
"61399",30166,752890,400,NA,2.87,0.01,37,NA
"61400",30166,752891,437,NA,2.97,0.01,38.3,NA
"61401",30166,752892,500,NA,3.1,0.01,39.9,NA
"61402",30166,752893,515,NA,3.13,0.01,40.3,NA
"61403",30167,752894,0,NA,0.47,0.04,0.7,NA
"61404",30167,752895,1,NA,0.47,0.04,0.7,NA
"61405",30167,752896,10,NA,0.49,0.05,0.9,NA
"61406",30167,752897,11,NA,0.49,0.05,0.9,NA
"61407",30167,752898,20,NA,0.47,0.06,0.7,NA
"61408",30167,752899,21,NA,0.47,0.06,0.7,NA
"61409",30167,752900,30,NA,0.48,0.09,1.1,NA
"61410",30167,752901,40,NA,0.51,0.13,1.3,NA
"61411",30167,752902,50,NA,0.53,0.12,1.6,NA
"61412",30167,752903,60,NA,0.6,0.17,2.8,NA
"61413",30167,752904,70,NA,1,0.11,9.1,NA
"61414",30167,752905,75,NA,1.12,0.07,11.2,NA
"61415",30167,752906,83,NA,1.24,0.02,13.5,NA
"61416",30167,752907,99,NA,1.37,0.02,15.9,NA
"61417",30167,752908,100,NA,1.38,0.02,16,NA
"61418",30167,752909,119,NA,1.57,0.02,18.8,NA
"61419",30167,752910,125,NA,1.69,0.02,20.2,NA
"61420",30167,752911,139,NA,1.95,0.01,23.2,NA
"61421",30167,752912,150,NA,1.95,0.01,24.4,NA
"61422",30167,752913,170,NA,1.95,0.01,25.7,NA
"61423",30167,752914,199,NA,2.08,0.02,27.8,NA
"61424",30167,752915,200,NA,2.08,0.02,27.8,NA
"61425",30167,752916,230,NA,2.13,0.02,28.9,NA
"61426",30167,752917,250,NA,2.21,0.02,30,NA
"61427",30167,752918,269,NA,2.3,0.01,31.2,NA
"61428",30167,752919,300,NA,2.48,0.01,33.5,NA
"61429",30167,752920,319,NA,2.59,0.01,34.8,NA
"61430",30167,752921,379,NA,2.79,0.01,37.2,NA
"61431",30167,752922,400,NA,2.88,0.01,38.1,NA
"61432",30167,752923,440,NA,3.03,0.01,39.7,NA
"61433",30167,752924,500,NA,3.14,0.01,41.1,NA
"61434",30167,752925,512,NA,3.16,0.01,41.4,NA
"61435",30168,752926,0,0.94,0.4,0,0,NA
"61436",30168,752927,1,0.94,0.4,0,0,NA
"61437",30168,752928,10,0.61,0.4,0,0,NA
"61438",30168,752929,14,0.41,0.4,0,0,NA
"61439",30168,752930,20,0.27,0.4,0,0,NA
"61440",30168,752931,21,NA,0.4,0,0,NA
"61441",30168,752932,29,0.15,0.4,0,0,NA
"61442",30168,752933,30,0.14,0.41,0.01,0,NA
"61443",30168,752934,36,NA,0.48,0.06,0.9,NA
"61444",30168,752935,45,0.05,0.78,0.06,4.6,NA
"61445",30168,752936,50,0.04,0.85,0.04,5.7,NA
"61446",30168,752937,53,NA,0.87,0.03,6.2,NA
"61447",30168,752938,60,0.02,0.96,0.02,7.9,NA
"61448",30168,752939,73,NA,1.07,0.02,10.3,NA
"61449",30168,752940,75,0.01,1.09,0.02,10.8,NA
"61450",30168,752941,83,0,1.19,0.01,12.7,NA
"61451",30168,752942,100,NA,1.41,0.01,16.5,NA
"61452",30168,752943,120,NA,1.55,0.01,19.3,NA
"61453",30168,752944,125,NA,1.59,0.01,20,NA
"61454",30168,752945,140,NA,1.72,0.01,22.1,NA
"61455",30168,752946,150,NA,1.8,0.01,23.5,NA
"61456",30168,752947,170,NA,1.96,0.01,25.9,NA
"61457",30168,752948,199,NA,2.16,0.01,28.6,NA
"61458",30168,752949,200,NA,2.17,0.01,28.7,NA
"61459",30168,752950,229,NA,2.34,0.01,30.5,NA
"61460",30168,752951,250,NA,2.43,0.01,31.5,NA
"61461",30168,752952,269,NA,2.49,0.01,32.2,NA
"61462",30168,752953,300,NA,2.61,0.01,33.5,NA
"61463",30168,752954,319,NA,2.68,0.01,34.3,NA
