"Cst_Cnt","Cruise_ID","Cruise","Cruz_Sta","DbSta_ID","Cast_ID","Sta_ID","Quarter","Sta_Code","Distance","Date","Year","Month","Julian_Date","Julian_Day","Time","Lat_Dec","Lat_Deg","Lat_Min","Lat_Hem","Lon_Dec","Lon_Deg","Lon_Min","Lon_Hem","Rpt_Line","St_Line","Ac_Line","Rpt_Sta","St_Station","Ac_Sta","Bottom_D","Secchi","ForelU","Ship_Name","Ship_Code","Data_Type","Order_Occ","Event_Num","Cruz_Leg","Orig_Sta_ID","Data_Or","Cruz_Num","IntChl","IntC14","Inc_Str","Inc_End","PST_LAN","Civil_T","TimeZone","Wave_Dir","Wave_Ht","Wave_Prd","Wind_Dir","Wind_Spd","Barometer","Dry_T","Wet_T","Wea","Cloud_Typ","Cloud_Amt","Visibility"
29391,"2000-01-07-C-32NM",200001,20000108000550,8000550,"20-0001NM-PR-020-1859-08000550","080.0 055.0",1,"ST",-18.52,"01/20/2000",2000,1,36545,20,"12/30/1899 18:59:00",34.333333,34,20,"N",-120.813333,-120,48.8,"W",80,80,79.9,55,55,55,758,15,NA,"RV NEW HORIZON","32NM","PR",53,522,NA,"80   55","3101","0001",25.1,231,"12/30/1899 12:15:00","12/30/1899 17:50:00","12/30/1899 12:14:00","12/30/1899 17:50:00",8,31,2,7,32,8,1021.1,14.9,13.3,2,6,8,7
29392,"2000-01-07-C-32NM",200001,20000108000600,8000600,"20-0001NM-MX-020-2200-08000600","080.0 060.0",1,"ST",-38.32,"01/20/2000",2000,1,36545,20,"12/30/1899 22:00:00",34.148333,34,8.9,"N",-121.146666,-121,8.8,"W",80,80,80,60,60,60,2155,14,NA,"RV NEW HORIZON","32NM","MX",54,532,NA,"80   60","3101","0001",34.9,NA,"","","","",NA,31,2,9,31,11,1020.4,12.9,12.4,4,7,8,4
29393,"2000-01-07-C-32NM",200001,20000108000700,8000700,"20-0001NM-MX-021-0349-08000700","080.0 070.0",1,"ST",-78.47,"01/21/2000",2000,1,36546,21,"12/30/1899 03:49:00",33.82,33,49.2,"N",-121.85,-121,51,"W",80,80,80,70,70,70,3636,NA,NA,"RV NEW HORIZON","32NM","MX",55,542,NA,"80   70","3101","0001",48.7,NA,"","","","",NA,NA,NA,NA,35,8,1020.8,13,11.1,NA,NA,NA,NA
29394,"2000-01-07-C-32NM",200001,20000108000800,8000800,"20-0001NM-MX-021-0940-08000800","080.0 080.0",1,"ST",-117.99,"01/21/2000",2000,1,36546,21,"12/30/1899 09:40:00",33.483333,33,29,"N",-122.53,-122,31.8,"W",80,80,80,80,80,80,3976,NA,NA,"RV NEW HORIZON","32NM","MX",56,552,NA,"80   80","3101","0001",29.4,NA,"","","","",NA,NA,NA,NA,29,8,1021.5,13.5,11.3,NA,NA,NA,NA
29395,"2000-01-07-C-32NM",200001,20000108000900,8000900,"20-0001NM-PR-021-1808-08000900","080.0 090.0",1,"ST",-157.99,"01/21/2000",2000,1,36546,21,"12/30/1899 18:08:00",33.158333,33,9.5,"N",-123.226666,-123,13.6,"W",80,80,80,90,90,90,4216,25,NA,"RV NEW HORIZON","32NM","PR",57,562,NA,"80   90","3101","0001",32.3,164,"12/30/1899 12:15:00","12/30/1899 18:03:00","12/30/1899 12:24:00","12/30/1899 18:03:00",8,29,4,8,29,4,1022.7,14.7,12.2,1,4,5,8
29396,"2000-01-07-C-32NM",200001,20000108001000,8001000,"20-0001NM-MX-021-2319-08001000","080.0 100.0",1,"ST",-197.79,"01/21/2000",2000,1,36546,21,"12/30/1899 23:19:00",32.82,32,49.2,"N",-123.906666,-123,54.4,"W",80,80,80,100,100,100,4415,26,NA,"RV NEW HORIZON","32NM","MX",58,572,NA,"80  100","3101","0001",25.5,NA,"","","","",NA,28,3,6,15,2,1021,15.1,12,2,4,8,7
29397,"2000-01-07-C-32NM",200001,20000107671000,7671000,"20-0001NM-MX-022-0507-07671000","076.7 100.0",1,"ST",-209.72,"01/22/2000",2000,1,36547,22,"12/30/1899 05:07:00",33.391666,33,23.5,"N",-124.326666,-124,19.6,"W",76.7,76.7,76.7,100,100,100,4491,NA,NA,"RV NEW HORIZON","32NM","MX",59,582,NA,"77  100","3101","0001",24.7,NA,"","","","",NA,NA,NA,NA,14,6,1021.3,15.3,12.5,NA,NA,NA,NA
29398,"2000-01-07-C-32NM",200001,20000107670900,7670900,"20-0001NM-MX-022-1042-07670900","076.7 090.0",1,"ST",-169.69,"01/22/2000",2000,1,36547,22,"12/30/1899 10:42:00",33.725,33,43.5,"N",-123.633333,-123,38,"W",76.7,76.7,76.7,90,90,90,4271,NA,NA,"RV NEW HORIZON","32NM","MX",60,592,NA,"77   90","3101","0001",31.6,NA,"","","","",NA,NA,NA,NA,12,10,1019.3,14.5,11.8,NA,NA,NA,NA
29399,"2000-01-07-C-32NM",200001,20000107670800,7670800,"20-0001NM-PR-022-1803-07670800","076.7 080.0",1,"ST",-129.93,"01/22/2000",2000,1,36547,22,"12/30/1899 18:03:00",34.058333,34,3.5,"N",-122.943333,-122,56.6,"W",76.7,76.7,76.7,80,80,80,4236,14,NA,"RV NEW HORIZON","32NM","PR",61,602,NA,"77   80","3101","0001",34.4,148.9,"12/30/1899 12:23:00","12/30/1899 18:00:00","12/30/1899 12:23:00","12/30/1899 18:00:00",8,17,2,7,11,8,1020.1,13.7,12.2,2,6,8,7
29400,"2000-01-07-C-32NM",200001,20000107670700,7670700,"20-0001NM-MX-022-2313-07670700","076.7 070.0",1,"ST",-90.24,"01/22/2000",2000,1,36547,22,"12/30/1899 23:13:00",34.388333,34,23.3,"N",-122.25,-122,15,"W",76.7,76.7,76.7,70,70,70,4017,9,NA,"RV NEW HORIZON","32NM","MX",62,612,NA,"77   70","3101","0001",67.8,NA,"","","","",NA,29,2,8,15,4,1018.8,13.1,11.7,2,6,8,6
29401,"2000-01-07-C-32NM",200001,20000107670600,7670600,"20-0001NM-MX-023-0522-07670600","076.7 060.0",1,"ST",-50.12,"01/23/2000",2000,1,36548,23,"12/30/1899 05:22:00",34.725,34,43.5,"N",-121.548333,-121,32.9,"W",76.7,76.7,76.7,60,60,60,924,NA,NA,"RV NEW HORIZON","32NM","MX",63,622,NA,"77   60","3101","0001",43.4,NA,"","","","",NA,NA,NA,NA,17,4,1019.1,12.9,11.3,NA,NA,NA,NA
29402,"2000-01-07-C-32NM",200001,20000107670550,7670550,"20-0001NM-MX-023-0935-07670550","076.7 055.0",1,"ST",-30.36,"01/23/2000",2000,1,36548,23,"12/30/1899 09:35:00",34.888333,34,53.3,"N",-121.2,-121,12,"W",76.7,76.7,76.7,55,55,55,568,NA,NA,"RV NEW HORIZON","32NM","MX",64,632,NA,"77   55","3101","0001",27.3,NA,"","","","",NA,NA,NA,NA,10,10,1019.4,12.4,11.7,NA,NA,NA,NA
29403,"2000-01-07-C-32NM",200001,20000107670510,7670510,"20-0001NM-MX-023-1329-07670510","076.7 051.0",1,"ST",-14.39,"01/23/2000",2000,1,36548,23,"12/30/1899 13:29:00",35.023333,35,1.4,"N",-120.92,-120,55.2,"W",76.7,76.7,76.7,51,51,51,243,NA,NA,"RV NEW HORIZON","32NM","MX",65,642,NA,"77   51","3101","0001",62.5,NA,"","","","",NA,NA,NA,NA,9,17,1018.9,12.3,11,NA,NA,NA,NA
29404,"2000-01-07-C-32NM",200001,20000107670490,7670490,"20-0001NM-MX-023-1540-07670490","076.7 049.0",1,"ST",-6.31,"01/23/2000",2000,1,36548,23,"12/30/1899 15:40:00",35.09,35,5.4,"N",-120.776666,-120,46.6,"W",76.7,76.7,76.7,49,49,49,69,NA,NA,"RV NEW HORIZON","32NM","MX",66,652,NA,"77   49","3101","0001",50.4,NA,"","","","",NA,8,1,7,8,13,1019.2,12.9,11.5,2,6,8,7
29405,"2000-04-07-C-31JD",200004,20000409330267,9330267,"20-0004JD-MX-098-2207-09330267","093.3 026.7",2,"ST",-1.88,"04/07/2000",2000,4,36623,98,"12/30/1899 22:07:00",32.958333,32,57.5,"N",-117.303333,-117,18.2,"W",93.3,93.3,93.3,26.7,26.7,26.7,60,7,NA,"RV DAVID STARR JORDAN","31JD","MX",1,2,NA,"93   26.7","3101","0004",59.6,NA,"","","","",NA,34,1,6,35,4,1019.3,16.1,14.6,1,4,5,7
29406,"2000-04-07-C-31JD",200004,20000409330280,9330280,"20-0004JD-MX-099-0047-09330280","093.3 028.0",2,"ST",-7.16,"04/08/2000",2000,4,36624,99,"12/30/1899 00:47:00",32.908333,32,54.5,"N",-117.398333,-117,23.9,"W",93.3,93.3,93.3,28,28,28.1,564,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",2,12,NA,"93   28","3101","0004",26.3,NA,"","","","",NA,31,2,7,31,9,1018.7,15.9,13.8,1,6,7,7
29407,"2000-04-07-C-31JD",200004,20000409330300,9330300,"20-0004JD-MX-099-0341-09330300","093.3 030.0",2,"ST",-15.11,"04/08/2000",2000,4,36624,99,"12/30/1899 03:41:00",32.846666,32,50.8,"N",-117.538333,-117,32.3,"W",93.3,93.3,93.3,30,30,30.1,859,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",3,22,NA,"93   30","3101","0004",29.8,NA,"","","","",NA,NA,NA,NA,30,9,1018.7,15.4,13.5,NA,NA,NA,NA
29408,"2000-04-07-C-31JD",200004,20000409330350,9330350,"20-0004JD-MX-099-0754-09330350","093.3 035.0",2,"ST",-34.69,"04/08/2000",2000,4,36624,99,"12/30/1899 07:54:00",32.683333,32,41,"N",-117.875,-117,52.5,"W",93.3,93.3,93.3,35,35,35,622,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",4,32,NA,"93   35","3101","0004",39.9,NA,"","","","",NA,NA,NA,NA,30,2,1019.2,14.7,13,NA,NA,NA,NA
29409,"2000-04-07-C-31JD",200004,20000409330400,9330400,"20-0004JD-MX-099-1221-09330400","093.3 040.0",2,"ST",-54.05,"04/08/2000",2000,4,36624,99,"12/30/1899 12:21:00",32.516666,32,31,"N",-118.203333,-118,12.2,"W",93.3,93.3,93.3,40,40,39.9,1704,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",5,42,NA,"93   40","3101","0004",39,NA,"","","","",NA,NA,NA,NA,33,11,1019.4,14.8,12.9,NA,NA,NA,NA
29410,"2000-04-07-C-31JD",200004,20000409330450,9330450,"20-0004JD-PR-099-1831-09330450","093.3 045.0",2,"ST",-74.05,"04/08/2000",2000,4,36624,99,"12/30/1899 18:31:00",32.351666,32,21.1,"N",-118.546666,-118,32.8,"W",93.3,93.3,93.3,45,45,44.9,1273,20,NA,"RV DAVID STARR JORDAN","31JD","PR",6,52,NA,"93   45","3101","0004",39.7,296,"12/30/1899 11:56:00","12/30/1899 18:14:00","12/30/1899 11:56:00","12/30/1899 18:08:00",8,31,2,4,31,6,1019.6,15.2,13.6,1,4,3,7
29411,"2000-04-07-C-31JD",200004,20000409330500,9330500,"20-0004JD-MX-099-2152-09330500","093.3 050.0",2,"ST",-93.92,"04/08/2000",2000,4,36624,99,"12/30/1899 21:52:00",32.185,32,11.1,"N",-118.885,-118,53.1,"W",93.3,93.3,93.3,50,50,49.9,1443,12,NA,"RV DAVID STARR JORDAN","31JD","MX",7,62,NA,"93   50","3101","0004",49.4,NA,"","","","",NA,32,2,7,31,12,1019.3,15.7,14,0,NA,0,8
29412,"2000-04-07-C-31JD",200004,20000409330550,9330550,"20-0004JD-MX-100-0208-09330550","093.3 055.0",2,"ST",-114.48,"04/09/2000",2000,4,36625,100,"12/30/1899 02:08:00",32.013333,32,0.8,"N",-119.235,-119,14.1,"W",93.3,93.3,93.3,55,55,55,1584,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",8,72,NA,"93   55","3101","0004",46.6,NA,"","","","",NA,32,4,6,31,15,1017.4,14.1,13,1,6,2,7
29413,"2000-04-07-C-31JD",200004,20000409330600,9330600,"20-0004JD-MX-100-0612-09330600","093.3 060.0",2,"ST",-134.08,"04/09/2000",2000,4,36625,100,"12/30/1899 06:12:00",31.85,31,51,"N",-119.568333,-119,34.1,"W",93.3,93.3,93.3,60,60,59.9,1870,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",9,82,NA,"93   60","3101","0004",39.2,NA,"","","","",NA,NA,NA,NA,32,16,1019,14.1,12.4,NA,NA,NA,NA
29414,"2000-04-07-C-31JD",200004,20000409330700,9330700,"20-0004JD-MX-100-1229-09330700","093.3 070.0",2,"ST",-174.03,"04/09/2000",2000,4,36625,100,"12/30/1899 12:29:00",31.518333,31,31.1,"N",-120.246666,-120,14.8,"W",93.3,93.3,93.3,70,70,70,3928,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",10,92,NA,"93   70","3101","0004",39.8,NA,"","","","",NA,NA,NA,NA,34,22,1018.4,14.5,12.2,NA,NA,NA,NA
29415,"2000-04-07-C-31JD",200004,20000409330800,9330800,"20-0004JD-PR-100-1912-09330800","093.3 080.0",2,"ST",-213.86,"04/09/2000",2000,4,36625,100,"12/30/1899 19:12:00",31.186666,31,11.2,"N",-120.92,-120,55.2,"W",93.3,93.3,93.3,80,80,80,3819,20,NA,"RV DAVID STARR JORDAN","31JD","PR",11,102,NA,"93   80","3101","0004",33.1,115.5,"12/30/1899 12:05:00","12/30/1899 18:56:00","12/30/1899 12:05:00","12/30/1899 18:56:00",8,33,7,7,33,12,1021.2,15.5,14,1,1,7,8
29416,"2000-04-07-C-31JD",200004,20000409330900,9330900,"20-0004JD-MX-101-0210-09330900","093.3 090.0",2,"ST",-253.69,"04/10/2000",2000,4,36626,101,"12/30/1899 02:10:00",30.851666,30,51.1,"N",-121.588333,-121,35.3,"W",93.3,93.3,93.3,90,90,89.9,4089,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",12,112,NA,"93   90","3101","0004",27,NA,"","","","",NA,33,5,7,32,18,1020,14.9,13.6,0,NA,0,8
29417,"2000-04-07-C-31JD",200004,20000409331000,9331000,"20-0004JD-MX-101-0825-09331000","093.3 100.0",2,"ST",-293.6,"04/10/2000",2000,4,36626,101,"12/30/1899 08:25:00",30.515,30,30.9,"N",-122.255,-122,15.3,"W",93.3,93.3,93.3,100,100,100,4161,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",13,122,NA,"93  100","3101","0004",27.2,NA,"","","","",NA,NA,NA,NA,32,15,1021.2,16,14,NA,NA,NA,NA
29418,"2000-04-07-C-31JD",200004,20000409331100,9331100,"20-0004JD-PR-101-1803-09331100","093.3 110.0",2,"ST",-334.75,"04/10/2000",2000,4,36626,101,"12/30/1899 18:03:00",30.163333,30,9.8,"N",-122.936666,-122,56.2,"W",93.3,93.3,93.3,110,110,110.3,3291,31,NA,"RV DAVID STARR JORDAN","31JD","PR",14,132,NA,"93  110","3101","0004",25.1,68.7,"12/30/1899 12:13:00","12/30/1899 19:03:00","12/30/1899 12:13:00","12/30/1899 19:03:00",8,35,4,5,34,13,1020.7,17.8,14.8,1,6,6,6
29419,"2000-04-07-C-31JD",200004,20000409331200,9331200,"20-0004JD-MX-101-2354-09331200","093.3 120.0",2,"ST",-373.45,"04/10/2000",2000,4,36626,101,"12/30/1899 23:54:00",29.848333,29,50.9,"N",-123.586666,-123,35.2,"W",93.3,93.3,93.3,120,120,120,4085,42,NA,"RV DAVID STARR JORDAN","31JD","MX",15,142,NA,"93  120","3101","0004",27.8,NA,"","","","",NA,10,4,7,36,11,1020.5,16,14.8,1,3,2,8
29420,"2000-04-07-C-31JD",200004,20000409001200,9001200,"20-0004JD-MX-102-0508-09001200","090.0 120.0",2,"ST",-367.87,"04/11/2000",2000,4,36627,102,"12/30/1899 05:08:00",30.421666,30,25.3,"N",-123.993333,-123,59.6,"W",90,90,90,120,120,119.9,4209,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",16,152,NA,"90  120","3101","0004",27.9,NA,"","","","",NA,NA,NA,NA,32,5,1021.5,15.3,12.9,NA,NA,NA,NA
29421,"2000-04-07-C-31JD",200004,20000409001100,9001100,"20-0004JD-MX-102-1114-09001100","090.0 110.0",2,"ST",-328.41,"04/11/2000",2000,4,36627,102,"12/30/1899 11:14:00",30.75,30,45,"N",-123.331666,-123,19.9,"W",90,90,90,110,110,110,4015,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",17,162,NA,"90  110","3101","0004",33.8,NA,"","","","",NA,NA,NA,NA,24,4,1020.2,14.2,13,NA,NA,NA,NA
29422,"2000-04-07-C-31JD",200004,20000409001000,9001000,"20-0004JD-PR-102-1829-09001000","090.0 100.0",2,"ST",-288.57,"04/11/2000",2000,4,36627,102,"12/30/1899 18:29:00",31.086666,31,5.2,"N",-122.665,-122,39.9,"W",90,90,90,100,100,100,3985,23,NA,"RV DAVID STARR JORDAN","31JD","PR",18,172,NA,"90  100","3101","0004",45.1,262.9,"12/30/1899 12:13:00","12/30/1899 18:59:00","12/30/1899 12:12:00","12/30/1899 18:59:00",8,35,4,6,32,9,1021.4,16.8,14.5,1,NA,1,8
29423,"2000-04-07-C-31JD",200004,20000409000900,9000900,"20-0004JD-MX-103-0048-09000900","090.0 090.0",2,"ST",-248.78,"04/12/2000",2000,4,36628,103,"12/30/1899 00:48:00",31.413333,31,24.8,"N",-121.99,-121,59.4,"W",90,90,90,90,90,90,3887,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",19,182,NA,"90   90","3101","0004",40.2,NA,"","","","",NA,2,2,7,36,4,1018.9,17.1,14.8,1,NA,3,8
29424,"2000-04-07-C-31JD",200004,20000409000800,9000800,"20-0004JD-MX-103-0659-09000800","090.0 080.0",2,"ST",-208.59,"04/12/2000",2000,4,36628,103,"12/30/1899 06:59:00",31.756666,31,45.4,"N",-121.315,-121,18.9,"W",90,90,90,80,80,80,3687,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",20,192,NA,"90   80","3101","0004",49.1,NA,"","","","",NA,NA,NA,NA,33,3,1019.9,15.2,14,NA,NA,NA,NA
29425,"2000-04-07-C-31JD",200004,20000409000700,9000700,"20-0004JD-PR-103-1809-09000700","090.0 070.0",2,"ST",-169.31,"04/12/2000",2000,4,36628,103,"12/30/1899 18:09:00",32.083333,32,5,"N",-120.646666,-120,38.8,"W",90,90,90,70,70,70.1,3807,18,NA,"RV DAVID STARR JORDAN","31JD","PR",21,202,NA,"90   70","3101","0004",38.6,197.9,"12/30/1899 12:04:00","12/30/1899 18:53:00","12/30/1899 12:04:00","12/30/1899 18:53:00",8,28,1,12,29,5,1021.2,16.8,15.1,0,NA,0,NA
29426,"2000-04-07-C-31JD",200004,20000409000600,9000600,"20-0004JD-MX-103-2312-09000600","090.0 060.0",2,"ST",-129.18,"04/12/2000",2000,4,36628,103,"12/30/1899 23:12:00",32.42,32,25.2,"N",-119.963333,-119,57.8,"W",90,90,90,60,60,60,836,17,NA,"RV DAVID STARR JORDAN","31JD","MX",22,212,NA,"90   60","3101","0004",53.1,NA,"","","","",NA,32,1,10,30,8,1021,19,15.9,0,NA,0,8
29427,"2000-04-07-C-31JD",200004,20000409000530,9000530,"20-0004JD-MX-104-0407-09000530","090.0 053.0",2,"ST",-101.39,"04/13/2000",2000,4,36629,104,"12/30/1899 04:07:00",32.65,32,39,"N",-119.486666,-119,29.2,"W",90,90,90,53,53,53.1,1312,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",23,222,NA,"90   53","3101","0004",47.7,NA,"","","","",NA,NA,NA,NA,29,9,1019.8,14.6,13,NA,NA,NA,NA
29428,"2000-04-07-C-31JD",200004,20000409000450,9000450,"20-0004JD-MX-104-0930-09000450","090.0 045.0",2,"ST",-69.31,"04/13/2000",2000,4,36629,104,"12/30/1899 09:30:00",32.923333,32,55.4,"N",-118.94,-118,56.4,"W",90,90,90,45,45,45,1694,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",24,232,NA,"90   45","3101","0004",40.4,NA,"","","","",NA,NA,NA,NA,27,7,1020.8,17.5,14.1,NA,NA,NA,NA
29429,"2000-04-07-C-31JD",200004,20000409000370,9000370,"20-0004JD-MX-104-1501-09000370","090.0 037.0",2,"ST",-37.26,"04/13/2000",2000,4,36629,104,"12/30/1899 15:01:00",33.188333,33,11.3,"N",-118.386666,-118,23.2,"W",90,90,90,37,37,37,1177,18,NA,"RV DAVID STARR JORDAN","31JD","MX",25,242,NA,"90   37","3101","0004",35.9,NA,"","","","",NA,28,1,4,27,1,1018.5,18.4,15.1,0,NA,0,8
29430,"2000-04-07-C-31JD",200004,20000409000350,9000350,"20-0004JD-PR-104-1756-09000350","090.0 035.0",2,"ST",-29.35,"04/13/2000",2000,4,36629,104,"12/30/1899 17:56:00",33.251666,33,15.1,"N",-118.248333,-118,14.9,"W",90,90,90,35,35,35,307,19,NA,"RV DAVID STARR JORDAN","31JD","PR",26,252,NA,"90   35","3101","0004",51.3,615.8,"12/30/1899 11:53:00","12/30/1899 18:50:00","12/30/1899 11:53:00","12/30/1899 18:50:00",8,28,1,4,27,9,1019.7,19.8,15.8,1,1,3,8
29431,"2000-04-07-C-31JD",200004,20000409000300,9000300,"20-0004JD-MX-104-2228-09000300","090.0 030.0",2,"ST",-9.44,"04/13/2000",2000,4,36629,104,"12/30/1899 22:28:00",33.418333,33,25.1,"N",-117.905,-117,54.3,"W",90,90,90,30,30,30,611,14,NA,"RV DAVID STARR JORDAN","31JD","MX",27,262,NA,"90   30","3101","0004",43.3,NA,"","","","",NA,30,1,3,29,12,1017.8,20,16.2,1,2,2,7
29432,"2000-04-07-C-31JD",200004,20000409000280,9000280,"20-0004JD-MX-105-0330-09000280","090.0 028.0",2,"ST",-1.64,"04/14/2000",2000,4,36630,105,"12/30/1899 03:30:00",33.483333,33,29,"N",-117.77,-117,46.2,"W",90,90,90,28,28,28,75,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",28,272,NA,"90   28","3101","0004",185.3,NA,"","","","",NA,NA,NA,NA,29,12,1016.9,16,14.8,NA,NA,NA,NA
29433,"2000-04-07-C-31JD",200004,20000408670330,8670330,"20-0004JD-MX-105-1051-08670330","086.7 033.0",2,"ST",-3.71,"04/14/2000",2000,4,36630,105,"12/30/1899 10:51:00",33.89,33,53.4,"N",-118.493333,-118,29.6,"W",86.7,86.7,86.7,33,33,33,57,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",29,282,NA,"87   33","3101","0004",210.5,NA,"","","","",NA,NA,NA,NA,26,14,1015.9,13.5,12.5,NA,NA,NA,NA
29434,"2000-04-07-C-31JD",200004,20000408670350,8670350,"20-0004JD-MX-105-1249-08670350","086.7 035.0",2,"ST",-11.49,"04/14/2000",2000,4,36630,105,"12/30/1899 12:49:00",33.828333,33,49.7,"N",-118.635,-118,38.1,"W",86.7,86.7,86.7,35,35,35,639,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",30,292,NA,"87   35","3101","0004",200.2,NA,"","","","",NA,27,2,5,26,12,1014.5,15,13,1,1,2,8
29435,"2000-04-07-C-31JD",200004,20000408670400,8670400,"20-0004JD-PR-105-1812-08670400","086.7 040.0",2,"ST",-31.27,"04/14/2000",2000,4,36630,105,"12/30/1899 18:12:00",33.66,33,39.6,"N",-118.978333,-118,58.7,"W",86.7,86.7,86.7,40,40,40,784,14,NA,"RV DAVID STARR JORDAN","31JD","PR",31,302,NA,"87   40","3101","0004",55.7,645.6,"12/30/1899 11:55:00","12/30/1899 18:55:00","12/30/1899 11:56:00","12/30/1899 18:54:00",8,28,2,7,28,10,1015.9,17,14,1,3,6,8
29436,"2000-04-07-C-31JD",200004,20000408670450,8670450,"20-0004JD-MX-105-2221-08670450","086.7 045.0",2,"ST",-50.95,"04/14/2000",2000,4,36630,105,"12/30/1899 22:21:00",33.496666,33,29.8,"N",-119.32,-119,19.2,"W",86.7,86.7,86.7,45,45,45,1650,12,NA,"RV DAVID STARR JORDAN","31JD","MX",32,312,NA,"87   45","3101","0004",48.4,NA,"","","","",NA,29,1,8,30,14,1015.1,14.8,13.8,1,6,4,8
29437,"2000-04-07-C-31JD",200004,20000408670500,8670500,"20-0004JD-MX-106-0223-08670500","086.7 050.0",2,"ST",-71.17,"04/15/2000",2000,4,36631,106,"12/30/1899 02:23:00",33.323333,33,19.4,"N",-119.666666,-119,40,"W",86.7,86.7,86.7,50,50,50,84,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",33,322,NA,"87   50","3101","0004",67.8,NA,"","","","",NA,29,2,9,28,14,1014.9,14.5,12.3,1,6,3,7
29438,"2000-04-07-C-31JD",200004,20000408670550,8670550,"20-0004JD-MX-106-0545-08670550","086.7 055.0",2,"ST",-90.97,"04/15/2000",2000,4,36631,106,"12/30/1899 05:45:00",33.158333,33,9.5,"N",-120.008333,-120,0.5,"W",86.7,86.7,86.7,55,55,55,1144,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",34,332,NA,"87   55","3101","0004",178.8,NA,"","","","",NA,NA,NA,NA,29,11,1016.5,14,12.1,NA,NA,NA,NA
29439,"2000-04-07-C-31JD",200004,20000408670600,8670600,"20-0004JD-MX-106-0937-08670600","086.7 060.0",2,"ST",-110.53,"04/15/2000",2000,4,36631,106,"12/30/1899 09:37:00",32.995,32,59.7,"N",-120.345,-120,20.7,"W",86.7,86.7,86.7,60,60,59.9,723,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",35,342,NA,"87   60","3101","0004",45,NA,"","","","",NA,NA,NA,NA,29,18,1016.8,14,12.2,NA,NA,NA,NA
29440,"2000-04-07-C-31JD",200004,20000408670700,8670700,"20-0004JD-PR-106-1807-08670700","086.7 070.0",2,"ST",-151.07,"04/15/2000",2000,4,36631,106,"12/30/1899 18:07:00",32.648333,32,38.9,"N",-121.035,-121,2.1,"W",86.7,86.7,86.7,70,70,70.1,3817,23,NA,"RV DAVID STARR JORDAN","31JD","PR",36,352,NA,"87   70","3101","0004",51,584.2,"12/30/1899 12:05:00","12/30/1899 19:04:00","12/30/1899 12:04:00","12/30/1899 19:03:00",8,28,5,8,33,6,1018,17.8,13.8,1,3,2,8
29441,"2000-04-07-C-31JD",200004,20000408670800,8670800,"20-0004JD-MX-106-2323-08670800","086.7 080.0",2,"ST",-190.73,"04/15/2000",2000,4,36631,106,"12/30/1899 23:23:00",32.32,32,19.2,"N",-121.715,-121,42.9,"W",86.7,86.7,86.7,80,80,80,NA,43,NA,"RV DAVID STARR JORDAN","31JD","MX",37,362,NA,"87   80","3101","0004",36.1,NA,"","","","",NA,30,4,9,23,4,1015.9,16.5,13.8,1,6,6,8
29442,"2000-04-07-C-31JD",200004,20000408670900,8670900,"20-0004JD-MX-107-0516-08670900","086.7 090.0",2,"ST",-230.75,"04/16/2000",2000,4,36632,107,"12/30/1899 05:16:00",31.988333,31,59.3,"N",-122.398333,-122,23.9,"W",86.7,86.7,86.7,90,90,90.1,4136,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",38,372,NA,"87   90","3101","0004",33.6,NA,"","","","",NA,NA,NA,NA,20,10,1014.6,15.9,13.1,NA,NA,NA,NA
29443,"2000-04-07-C-31JD",200004,20000408671000,8671000,"20-0004JD-MX-107-1306-08671000","086.7 100.0",2,"ST",-270.44,"04/16/2000",2000,4,36632,107,"12/30/1899 13:06:00",31.656666,31,39.4,"N",-123.071666,-123,4.3,"W",86.7,86.7,86.7,100,100,100,4130,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",39,382,NA,"87  100","3101","0004",34.1,NA,"","","","",NA,NA,NA,NA,18,20,1012.4,15,14,NA,NA,NA,NA
