"Cst_Cnt","Cruise_ID","Cruise","Cruz_Sta","DbSta_ID","Cast_ID","Sta_ID","Quarter","Sta_Code","Distance","Date","Year","Month","Julian_Date","Julian_Day","Time","Lat_Dec","Lat_Deg","Lat_Min","Lat_Hem","Lon_Dec","Lon_Deg","Lon_Min","Lon_Hem","Rpt_Line","St_Line","Ac_Line","Rpt_Sta","St_Station","Ac_Sta","Bottom_D","Secchi","ForelU","Ship_Name","Ship_Code","Data_Type","Order_Occ","Event_Num","Cruz_Leg","Orig_Sta_ID","Data_Or","Cruz_Num","IntChl","IntC14","Inc_Str","Inc_End","PST_LAN","Civil_T","TimeZone","Wave_Dir","Wave_Ht","Wave_Prd","Wind_Dir","Wind_Spd","Barometer","Dry_T","Wet_T","Wea","Cloud_Typ","Cloud_Amt","Visibility"
29464,"2000-04-07-C-31JD",200004,20000407670900,7670900,"20-0004JD-MX-112-1155-07670900","076.7 090.0",2,"ST",-169.97,"04/21/2000",2000,4,36637,112,"12/30/1899 11:55:00",33.718333,33,43.1,"N",-123.635,-123,38.1,"W",76.7,76.7,76.7,90,90,90,4132,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",60,592,NA,"77   90","3101","0004",33.9,NA,"","","","",NA,NA,NA,NA,33,18,1017.9,13.5,11.8,NA,NA,NA,NA
29465,"2000-04-07-C-31JD",200004,20000407670800,7670800,"20-0004JD-PR-112-1824-07670800","076.7 080.0",2,"ST",-130.3,"04/21/2000",2000,4,36637,112,"12/30/1899 18:24:00",34.053333,34,3.2,"N",-122.948333,-122,56.9,"W",76.7,76.7,76.7,80,80,80.1,4234,17,NA,"RV DAVID STARR JORDAN","31JD","PR",61,602,NA,"77   80","3101","0004",37.8,175.7,"12/30/1899 12:11:00","12/30/1899 19:13:00","12/30/1899 12:11:00","12/30/1899 19:13:00",8,27,6,7,31,16,1019.2,16.5,12.8,1,6,7,7
29466,"2000-04-07-C-31JD",200004,20000407670700,7670700,"20-0004JD-MX-113-0147-07670700","076.7 070.0",2,"ST",-90.15,"04/22/2000",2000,4,36638,113,"12/30/1899 01:47:00",34.386666,34,23.2,"N",-122.246666,-122,14.8,"W",76.7,76.7,76.7,70,70,70,4015,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",62,612,NA,"77   70","3101","0004",56.3,NA,"","","","",NA,32,6,7,32,22,1019.1,14.4,11.9,1,6,7,7
29467,"2000-04-07-C-31JD",200004,20000407670600,7670600,"20-0004JD-MX-113-0808-07670600","076.7 060.0",2,"ST",-49.98,"04/22/2000",2000,4,36638,113,"12/30/1899 08:08:00",34.725,34,43.5,"N",-121.545,-121,32.7,"W",76.7,76.7,76.7,60,60,59.9,918,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",63,622,NA,"77   60","3101","0004",43.3,NA,"","","","",NA,NA,NA,NA,33,16,1020.1,14,11.7,NA,NA,NA,NA
29468,"2000-04-07-C-31JD",200004,20000407670550,7670550,"20-0004JD-MX-113-1223-07670550","076.7 055.0",2,"ST",-30.29,"04/22/2000",2000,4,36638,113,"12/30/1899 12:23:00",34.888333,34,53.3,"N",-121.198333,-121,11.9,"W",76.7,76.7,76.7,55,55,55,560,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",64,632,NA,"77   55","3101","0004",46.7,NA,"","","","",NA,NA,NA,NA,30,16,1020.7,13,10.5,NA,NA,NA,NA
29469,"2000-04-07-C-31JD",200004,20000407670510,7670510,"20-0004JD-PR-113-1907-07670510","076.7 051.0",2,"ST",-14.25,"04/22/2000",2000,4,36638,113,"12/30/1899 19:07:00",35.023333,35,1.4,"N",-120.916666,-120,55,"W",76.7,76.7,76.7,51,51,51,235,7,NA,"RV DAVID STARR JORDAN","31JD","PR",65,642,NA,"77   51","3101","0004",187.3,1852.1,"12/30/1899 12:02:00","12/30/1899 19:08:00","12/30/1899 12:02:00","12/30/1899 19:08:00",8,32,4,8,32,14,1021.3,15.2,12,1,6,7,8
29470,"2000-04-07-C-31JD",200004,20000407670490,7670490,"20-0004JD-MX-113-2042-07670490","076.7 049.0",2,"ST",-6.31,"04/22/2000",2000,4,36638,113,"12/30/1899 20:42:00",35.09,35,5.4,"N",-120.776666,-120,46.6,"W",76.7,76.7,76.7,49,49,49,65,NA,NA,"RV DAVID STARR JORDAN","31JD","MX",66,652,NA,"77   49","3101","0004",56.5,NA,"","","","",NA,29,3,29,29,16,1022.1,15.8,14.5,1,6,1,8
29471,"2000-06-29-C-32NM",200007,20000709330267,9330267,"20-0007NM-PR-181-1844-09330267","093.3 026.7",2,"ST",-1.98,"06/29/2000",2000,6,36706,181,"12/30/1899 18:44:00",32.946666,32,56.8,"N",-117.305,-117,18.3,"W",93.3,93.3,93.3,26.8,27,26.8,67,15,NA,"RV NEW HORIZON","32NM","PR",1,2,NA,"93   26.8","3101","0007",31.1,613.2,"12/30/1899 11:55:00","12/30/1899 19:32:00","12/30/1899 11:53:00","12/30/1899 19:32:00",8,28,2,6,27,5,1014.1,20.5,19.2,2,7,8,6
29472,"2000-06-29-C-32NM",200007,20000709330280,9330280,"20-0007NM-MX-181-2043-09330280","093.3 028.0",2,"ST",-7.39,"06/29/2000",2000,6,36706,181,"12/30/1899 20:43:00",32.908333,32,54.5,"N",-117.403333,-117,24.2,"W",93.3,93.3,93.3,28,28,28.1,573,18,NA,"RV NEW HORIZON","32NM","MX",2,12,NA,"93   28","3101","0007",36.1,NA,"","","","",NA,27,2,7,26,10,1014.1,20.2,18.6,1,6,7,8
29473,"2000-06-29-C-32NM",200007,20000709330300,9330300,"20-0007NM-MX-181-2336-09330300","093.3 030.0",2,"ST",-15.27,"06/29/2000",2000,6,36706,181,"12/30/1899 23:36:00",32.843333,32,50.6,"N",-117.54,-117,32.4,"W",93.3,93.3,93.3,30,30,30.1,870,17,NA,"RV NEW HORIZON","32NM","MX",3,22,NA,"93   30","3101","0007",43.6,NA,"","","","",NA,28,1,6,27,7,1012.9,20.1,18.5,1,6,7,8
29474,"2000-06-29-C-32NM",200007,20000709330350,9330350,"20-0007NM-MX-182-0322-09330350","093.3 035.0",2,"ST",-35.02,"06/30/2000",2000,6,36707,182,"12/30/1899 03:22:00",32.676666,32,40.6,"N",-117.878333,-117,52.7,"W",93.3,93.3,93.3,35,35,35.1,594,NA,NA,"RV NEW HORIZON","32NM","MX",4,32,NA,"93   35","3101","0007",37.4,NA,"","","","",NA,29,1,6,29,10,1012.4,18.3,17,2,7,8,5
29475,"2000-06-29-C-32NM",200007,20000709330400,9330400,"20-0007NM-MX-182-0714-09330400","093.3 040.0",2,"ST",-54.91,"06/30/2000",2000,6,36707,182,"12/30/1899 07:14:00",32.515,32,30.9,"N",-118.221666,-118,13.3,"W",93.3,93.3,93.3,40,40,40.1,1611,NA,NA,"RV NEW HORIZON","32NM","MX",5,42,NA,"93   40","3101","0007",31.1,NA,"","","","",NA,NA,NA,NA,34,4,1013.9,17.7,15.9,NA,NA,NA,NA
29476,"2000-06-29-C-32NM",200007,20000709330450,9330450,"20-0007NM-MX-182-1115-09330450","093.3 045.0",2,"ST",-74.94,"06/30/2000",2000,6,36707,182,"12/30/1899 11:15:00",32.346666,32,20.8,"N",-118.563333,-118,33.8,"W",93.3,93.3,93.3,45,45,45.1,1396,NA,NA,"RV NEW HORIZON","32NM","MX",6,52,NA,"93   45","3101","0007",32.8,NA,"","","","",NA,NA,NA,NA,29,12,1013.1,16,15,NA,NA,NA,NA
29477,"2000-06-29-C-32NM",200007,20000709330500,9330500,"20-0007NM-PR-182-1729-09330500","093.3 050.0",2,"ST",-93.55,"06/30/2000",2000,6,36707,182,"12/30/1899 17:29:00",32.19,32,11.4,"N",-118.88,-118,52.8,"W",93.3,93.3,93.3,50,50,49.8,1369,11,NA,"RV NEW HORIZON","32NM","PR",7,62,NA,"93   50","3101","0007",51.4,563.6,"12/30/1899 12:00:00","12/30/1899 19:36:00","12/30/1899 12:00:00","12/30/1899 19:36:00",8,32,4,5,32,9,1015.4,15.5,17.5,2,7,8,6
29478,"2000-06-29-C-32NM",200007,20000709330550,9330550,"20-0007NM-MX-182-2054-09330550","093.3 055.0",2,"ST",-114.55,"06/30/2000",2000,6,36707,182,"12/30/1899 20:54:00",32.013333,32,0.8,"N",-119.236666,-119,14.2,"W",93.3,93.3,93.3,55,55,55,1592,14,NA,"RV NEW HORIZON","32NM","MX",8,72,NA,"93   55","3101","0007",42.3,NA,"","","","",NA,29,3,7,28,10,1015.5,17.9,15.8,2,7,8,6
29479,"2000-06-29-C-32NM",200007,20000709330600,9330600,"20-0007NM-MX-183-0057-09330600","093.3 060.0",3,"ST",-134.45,"07/01/2000",2000,7,36708,183,"12/30/1899 00:57:00",31.845,31,50.7,"N",-119.573333,-119,34.4,"W",93.3,93.3,93.3,60,60,60,1826,12,NA,"RV NEW HORIZON","32NM","MX",9,82,NA,"93   60","3101","0007",27.9,NA,"","","","",NA,30,3,8,30,13,1014.7,17.5,15.5,1,6,7,7
29480,"2000-06-29-C-32NM",200007,20000709330700,9330700,"20-0007NM-MX-183-0656-09330700","093.3 070.0",3,"ST",-174.16,"07/01/2000",2000,7,36708,183,"12/30/1899 06:56:00",31.511666,31,30.7,"N",-120.245,-120,14.7,"W",93.3,93.3,93.3,70,70,70,3932,NA,NA,"RV NEW HORIZON","32NM","MX",10,92,NA,"93   70","3101","0007",22.9,NA,"","","","",NA,NA,NA,NA,32,9,1015.6,16.2,15,NA,NA,NA,NA
29481,"2000-06-29-C-32NM",200007,20000709330800,9330800,"20-0007NM-MX-183-1303-09330800","093.3 080.0",3,"ST",-214.02,"07/01/2000",2000,7,36708,183,"12/30/1899 13:03:00",31.181666,31,10.9,"N",-120.92,-120,55.2,"W",93.3,93.3,93.3,80,80,80,3824,NA,NA,"RV NEW HORIZON","32NM","MX",11,102,NA,"93   80","3101","0007",29.8,NA,"","","","",NA,32,3,6,27,9,1015.6,19,16,2,7,8,6
29482,"2000-06-29-C-32NM",200007,20000709330900,9330900,"20-0007NM-PR-183-1913-09330900","093.3 090.0",3,"ST",-253.64,"07/01/2000",2000,7,36708,183,"12/30/1899 19:13:00",30.853333,30,51.2,"N",-121.588333,-121,35.3,"W",93.3,93.3,93.3,90,90,89.9,4089,26,NA,"RV NEW HORIZON","32NM","PR",12,112,NA,"93   90","3101","0007",28.8,144.9,"12/30/1899 12:10:00","12/30/1899 19:44:00","12/30/1899 12:10:00","12/30/1899 19:44:00",8,34,3,9,33,9,1017.4,17,15.1,2,7,8,6
29483,"2000-06-29-C-32NM",200007,20000709331000,9331000,"20-0007NM-MX-184-0117-09331000","093.3 100.0",3,"ST",-293.66,"07/02/2000",2000,7,36709,184,"12/30/1899 01:17:00",30.52,30,31.2,"N",-122.26,-122,15.6,"W",93.3,93.3,93.3,100,100,100,4181,20,NA,"RV NEW HORIZON","32NM","MX",13,122,NA,"93  100","3101","0007",24.7,NA,"","","","",NA,34,4,9,34,9,1017,17.8,15.2,2,6,8,6
29484,"2000-06-29-C-32NM",200007,20000709331100,9331100,"20-0007NM-MX-184-0717-09331100","093.3 110.0",3,"ST",-333.53,"07/02/2000",2000,7,36709,184,"12/30/1899 07:17:00",30.183333,30,11,"N",-122.923333,-122,55.4,"W",93.3,93.3,93.3,110,110,110,3980,NA,NA,"RV NEW HORIZON","32NM","MX",14,132,NA,"93  110","3101","0007",26.3,NA,"","","","",NA,NA,NA,NA,35,11,1018,17,14.6,NA,NA,NA,NA
29485,"2000-06-29-C-32NM",200007,20000709331200,9331200,"20-0007NM-MX-184-1320-09331200","093.3 120.0",3,"ST",-373.47,"07/02/2000",2000,7,36709,184,"12/30/1899 13:20:00",29.85,29,51,"N",-123.588333,-123,35.3,"W",93.3,93.3,93.3,120,120,120,4160,NA,NA,"RV NEW HORIZON","32NM","MX",15,142,NA,"93  120","3101","0007",29,NA,"","","","",NA,34,4,6,2,14,1017.9,16,15,5,6,8,6
29486,"2000-06-29-C-32NM",200007,20000709001200,9001200,"20-0007NM-PR-184-1915-09001200","090.0 120.0",3,"ST",-368.58,"07/02/2000",2000,7,36709,184,"12/30/1899 19:15:00",30.42,30,25.2,"N",-124.008333,-124,0.5,"W",90,90,90,120,120,120.1,4210,25,NA,"RV NEW HORIZON","32NM","PR",16,152,NA,"90  120","3101","0007",24.1,149.3,"12/30/1899 12:19:00","12/30/1899 19:45:00","12/30/1899 12:19:00","12/30/1899 19:48:00",8,36,4,6,1,10,1019.2,18.8,15.8,2,7,8,6
29487,"2000-06-29-C-32NM",200007,20000709001100,9001100,"20-0007NM-MX-185-0142-09001100","090.0 110.0",3,"ST",-328.72,"07/03/2000",2000,7,36710,185,"12/30/1899 01:42:00",30.751666,30,45.1,"N",-123.34,-123,20.4,"W",90,90,90,110,110,110.1,4004,15,NA,"RV NEW HORIZON","32NM","MX",17,162,NA,"90  110","3101","0007",24.7,NA,"","","","",NA,35,6,6,35,20,1018.4,17.1,14.8,2,6,8,6
29488,"2000-06-29-C-32NM",200007,20000709001000,9001000,"20-0007NM-MX-185-0820-09001000","090.0 100.0",3,"ST",-288.71,"07/03/2000",2000,7,36710,185,"12/30/1899 08:20:00",31.091666,31,5.5,"N",-122.671666,-122,40.3,"W",90,90,89.9,100,100,100.1,4016,NA,NA,"RV NEW HORIZON","32NM","MX",18,172,NA,"90  100","3101","0007",22.5,NA,"","","","",NA,NA,NA,NA,34,20,1019.1,19,15,NA,NA,NA,NA
29489,"2000-06-29-C-32NM",200007,20000709000900,9000900,"20-0007NM-PR-185-1730-09000900","090.0 090.0",3,"ST",-249.1,"07/03/2000",2000,7,36710,185,"12/30/1899 17:30:00",31.415,31,24.9,"N",-121.998333,-121,59.9,"W",90,90,90,90,90,90.1,3834,25,NA,"RV NEW HORIZON","32NM","PR",19,182,NA,"90   90","3101","0007",29.4,189.4,"12/30/1899 12:12:00","12/30/1899 19:40:00","12/30/1899 12:12:00","12/30/1899 19:42:00",8,35,6,7,35,13,1019.7,16.8,14.4,2,6,8,6
29490,"2000-06-29-C-32NM",200007,20000709000800,9000800,"20-0007NM-MX-185-2243-09000800","090.0 080.0",3,"ST",-208.71,"07/03/2000",2000,7,36710,185,"12/30/1899 22:43:00",31.755,31,45.3,"N",-121.316666,-121,19,"W",90,90,90,80,80,80,3708,16,NA,"RV NEW HORIZON","32NM","MX",20,192,NA,"90   80","3101","0007",30.4,NA,"","","","",NA,34,6,7,34,20,1019.3,17.7,15,1,6,7,6
29491,"2000-06-29-C-32NM",200007,20000709000700,9000700,"20-0007NM-MX-186-0533-09000700","090.0 070.0",3,"ST",-169.43,"07/04/2000",2000,7,36711,186,"12/30/1899 05:33:00",32.081666,32,4.9,"N",-120.648333,-120,38.9,"W",90,90,90,70,70,70.1,3787,NA,NA,"RV NEW HORIZON","32NM","MX",21,202,NA,"90   70","3101","0007",23.8,NA,"","","","",NA,NA,NA,NA,32,22,1017.8,15.9,14,NA,NA,NA,NA
29492,"2000-06-29-C-32NM",200007,20000709000600,9000600,"20-0007NM-MX-186-1337-09000600","090.0 060.0",3,"ST",-129.33,"07/04/2000",2000,7,36711,186,"12/30/1899 13:37:00",32.415,32,24.9,"N",-119.963333,-119,57.8,"W",90,90,90,60,60,60.1,832,NA,NA,"RV NEW HORIZON","32NM","MX",22,212,NA,"90   60","3101","0007",37.7,NA,"","","","",NA,32,6,6,32,25,1017.7,15.5,13.5,1,6,7,6
29493,"2000-06-29-C-32NM",200007,20000709000530,9000530,"20-0007NM-PR-186-1848-09000530","090.0 053.0",3,"ST",-101.46,"07/04/2000",2000,7,36711,186,"12/30/1899 18:48:00",32.655,32,39.3,"N",-119.491666,-119,29.5,"W",90,90,90,53,53,53.1,1318,11,NA,"RV NEW HORIZON","32NM","PR",23,222,NA,"90   53","3101","0007",33.6,480.7,"12/30/1899 12:02:00","12/30/1899 19:35:00","12/30/1899 12:02:00","12/30/1899 19:35:00",8,33,6,7,32,25,1017.4,16,14.5,1,6,7,6
29494,"2000-06-29-C-32NM",200007,20000709000450,9000450,"20-0007NM-MX-187-0020-09000450","090.0 045.0",3,"ST",-69.44,"07/05/2000",2000,7,36712,187,"12/30/1899 00:20:00",32.916666,32,55,"N",-118.938333,-118,56.3,"W",90,90,90,45,45,45,1692,12,NA,"RV NEW HORIZON","32NM","MX",24,232,NA,"90   45","3101","0007",31.9,NA,"","","","",NA,30,6,6,30,20,1015.2,17.2,15,1,6,1,8
29495,"2000-06-29-C-32NM",200007,20000709000370,9000370,"20-0007NM-MX-187-0541-09000370","090.0 037.0",3,"ST",-37.51,"07/05/2000",2000,7,36712,187,"12/30/1899 05:41:00",33.185,33,11.1,"N",-118.39,-118,23.4,"W",90,90,90,37,37,37,1180,NA,NA,"RV NEW HORIZON","32NM","MX",25,242,NA,"90   37","3101","0007",28.8,NA,"","","","",NA,NA,NA,NA,31,9,1014.1,17.1,15,NA,NA,NA,NA
29496,"2000-06-29-C-32NM",200007,20000709000350,9000350,"20-0007NM-MX-187-0845-09000350","090.0 035.0",3,"ST",-29.71,"07/05/2000",2000,7,36712,187,"12/30/1899 08:45:00",33.251666,33,15.1,"N",-118.256666,-118,15.4,"W",90,90,90,35,35,35.1,357,NA,NA,"RV NEW HORIZON","32NM","MX",26,252,NA,"90   35","3101","0007",29.3,NA,"","","","",NA,NA,NA,NA,28,7,1013.9,17.3,15.5,NA,NA,NA,NA
29497,"2000-06-29-C-32NM",200007,20000709000300,9000300,"20-0007NM-MX-187-1300-09000300","090.0 030.0",3,"ST",-9.42,"07/05/2000",2000,7,36712,187,"12/30/1899 13:00:00",33.421666,33,25.3,"N",-117.906666,-117,54.4,"W",90,90,90,30,30,30,614,NA,NA,"RV NEW HORIZON","32NM","MX",27,262,NA,"90   30","3101","0007",28.8,NA,"","","","",NA,29,2,5,23,4,1014,18,16.2,2,6,8,8
29498,"2000-06-29-C-32NM",200007,20000709000280,9000280,"20-0007NM-PR-187-1742-09000280","090.0 028.0",3,"ST",-1.64,"07/05/2000",2000,7,36712,187,"12/30/1899 17:42:00",33.483333,33,29,"N",-117.77,-117,46.2,"W",90,90,90,28,28,28,70,12,NA,"RV NEW HORIZON","32NM","PR",28,272,NA,"90   28","3101","0007",52.5,556.8,"12/30/1899 11:55:00","12/30/1899 19:39:00","12/30/1899 11:55:00","12/30/1899 19:39:00",8,25,2,4,25,4,1015,19,17,1,1,6,7
29499,"2000-06-29-C-32NM",200007,20000708670330,8670330,"20-0007NM-MX-187-2307-08670330","086.7 033.0",3,"ST",-3.71,"07/05/2000",2000,7,36712,187,"12/30/1899 23:07:00",33.89,33,53.4,"N",-118.493333,-118,29.6,"W",86.7,86.7,86.7,33,33,33,56,9,NA,"RV NEW HORIZON","32NM","MX",29,282,NA,"87   33","3101","0007",60.6,NA,"","","","",NA,27,2,6,28,6,1013.8,19,16.8,1,0,1,7
29500,"2000-06-29-C-32NM",200007,20000708670350,8670350,"20-0007NM-MX-188-0105-08670350","086.7 035.0",3,"ST",-11.45,"07/06/2000",2000,7,36713,188,"12/30/1899 01:05:00",33.82,33,49.2,"N",-118.63,-118,37.8,"W",86.7,86.7,86.7,35,35,35,680,15,NA,"RV NEW HORIZON","32NM","MX",30,292,NA,"87   35","3101","0007",62.9,NA,"","","","",NA,28,2,7,28,6,1012.7,19.1,16.5,0,NA,0,8
29501,"2000-06-29-C-32NM",200007,20000708670400,8670400,"20-0007NM-MX-188-0454-08670400","086.7 040.0",3,"ST",-31.59,"07/06/2000",2000,7,36713,188,"12/30/1899 04:54:00",33.648333,33,38.9,"N",-118.978333,-118,58.7,"W",86.7,86.7,86.7,40,40,40.1,625,NA,NA,"RV NEW HORIZON","32NM","MX",31,302,NA,"87   40","3101","0007",49.5,NA,"","","","",NA,NA,NA,NA,27,15,1012.5,17.1,15.7,NA,NA,NA,NA
29502,"2000-06-29-C-32NM",200007,20000708670450,8670450,"20-0007NM-MX-188-0848-08670450","086.7 045.0",3,"ST",-52.01,"07/06/2000",2000,7,36713,188,"12/30/1899 08:48:00",33.485,33,29.1,"N",-119.336666,-119,20.2,"W",86.7,86.7,86.7,45,45,45.2,1636,NA,NA,"RV NEW HORIZON","32NM","MX",32,312,NA,"87   45","3101","0007",42.2,NA,"","","","",NA,NA,NA,NA,27,15,1012.5,17.1,16,NA,NA,NA,NA
29503,"2000-06-29-C-32NM",200007,20000708670500,8670500,"20-0007NM-MX-188-1256-08670500","086.7 050.0",3,"ST",-71.47,"07/06/2000",2000,7,36713,188,"12/30/1899 12:56:00",33.318333,33,19.1,"N",-119.67,-119,40.2,"W",86.7,86.7,86.7,50,50,50.1,78,NA,NA,"RV NEW HORIZON","32NM","MX",33,322,NA,"87   50","3101","0007",18.5,NA,"","","","",NA,30,6,7,30,23,1015,14.5,13.5,2,7,8,7
29504,"2000-06-29-C-32NM",200007,20000708670550,8670550,"20-0007NM-PR-188-1737-08670550","086.7 055.0",3,"ST",-92.29,"07/06/2000",2000,7,36713,188,"12/30/1899 17:37:00",33.143333,33,8.6,"N",-120.028333,-120,1.7,"W",86.7,86.7,86.7,55,55,55.3,1160,10,NA,"RV NEW HORIZON","32NM","PR",34,332,NA,"87   55","3101","0007",59.3,592.5,"12/30/1899 12:05:00","12/30/1899 19:44:00","12/30/1899 12:05:00","12/30/1899 19:44:00",8,32,5,6,32,25,1015.6,15,14,2,7,8,7
29505,"2000-06-29-C-32NM",200007,20000708670600,8670600,"20-0007NM-MX-188-2046-08670600","086.7 060.0",3,"ST",-111.53,"07/06/2000",2000,7,36713,188,"12/30/1899 20:46:00",32.988333,32,59.3,"N",-120.363333,-120,21.8,"W",86.7,86.7,86.7,60,60,60.2,785,10,NA,"RV NEW HORIZON","32NM","MX",35,342,NA,"87   60","3101","0007",48.9,NA,"","","","",NA,31,5,8,31,20,1016.4,16.4,15,1,6,3,7
29506,"2000-06-29-C-32NM",200007,20000708670700,8670700,"20-0007NM-MX-189-0218-08670700","086.7 070.0",3,"ST",-151.06,"07/07/2000",2000,7,36714,189,"12/30/1899 02:18:00",32.653333,32,39.2,"N",-121.038333,-121,2.3,"W",86.7,86.7,86.7,70,70,70.1,3749,NA,NA,"RV NEW HORIZON","32NM","MX",36,352,NA,"87   70","3101","0007",28.3,NA,"","","","",NA,32,5,7,32,17,1015.5,16.9,14.4,1,8,3,7
29507,"2000-06-29-C-32NM",200007,20000708670800,8670800,"20-0007NM-MX-189-0747-08670800","086.7 080.0",3,"ST",-190.94,"07/07/2000",2000,7,36714,189,"12/30/1899 07:47:00",32.325,32,19.5,"N",-121.723333,-121,43.4,"W",86.7,86.7,86.7,80,80,80.1,4031,NA,NA,"RV NEW HORIZON","32NM","MX",37,362,NA,"87   80","3101","0007",28.4,NA,"","","","",NA,NA,NA,NA,31,12,1016.6,16.5,13.6,NA,NA,NA,NA
29508,"2000-06-29-C-32NM",200007,20000708670900,8670900,"20-0007NM-MX-189-1330-08670900","086.7 090.0",3,"ST",-230.6,"07/07/2000",2000,7,36714,189,"12/30/1899 13:30:00",31.988333,31,59.3,"N",-122.395,-122,23.7,"W",86.7,86.7,86.7,90,90,90,4123,NA,NA,"RV NEW HORIZON","32NM","MX",38,372,NA,"87   90","3101","0007",29.4,NA,"","","","",NA,31,3,7,31,10,1016.7,16.5,13.2,2,7,8,8
29509,"2000-06-29-C-32NM",200007,20000708671000,8671000,"20-0007NM-PR-189-1914-08671000","086.7 100.0",3,"ST",-270.68,"07/07/2000",2000,7,36714,189,"12/30/1899 19:14:00",31.658333,31,39.5,"N",-123.078333,-123,4.7,"W",86.7,86.7,86.7,100,100,100.1,4115,27,NA,"RV NEW HORIZON","32NM","PR",39,382,NA,"87  100","3101","0007",34.8,282.2,"12/30/1899 12:17:00","12/30/1899 19:49:00","12/30/1899 12:17:00","12/30/1899 19:49:00",8,34,3,7,34,6,1018.8,18,14.9,2,7,8,8
29510,"2000-06-29-C-32NM",200007,20000708671100,8671100,"20-0007NM-MX-190-0040-08671100","086.7 110.0",3,"ST",-310.29,"07/08/2000",2000,7,36715,190,"12/30/1899 00:40:00",31.323333,31,19.4,"N",-123.745,-123,44.7,"W",86.7,86.7,86.7,110,110,110,4011,37,NA,"RV NEW HORIZON","32NM","MX",40,392,NA,"87  110","3101","0007",26.7,NA,"","","","",NA,36,3,8,32,6,1018.3,17.8,15.3,1,6,4,8
29511,"2000-06-29-C-32NM",200007,20000708331100,8331100,"20-0007NM-MX-190-0644-08331100","083.3 110.0",3,"ST",-282.66,"07/08/2000",2000,7,36715,190,"12/30/1899 06:44:00",31.913333,31,54.8,"N",-124.175,-124,10.5,"W",83.3,83.3,83.3,110,110,110,4181,NA,NA,"RV NEW HORIZON","32NM","MX",41,402,NA,"83  110","3101","0007",22,NA,"","","","",NA,NA,NA,NA,32,8,1018.9,17.7,15,NA,NA,NA,NA
29512,"2000-06-29-C-32NM",200007,20000708331000,8331000,"20-0007NM-MX-190-1237-08331000","083.3 100.0",3,"ST",-242.44,"07/08/2000",2000,7,36715,190,"12/30/1899 12:37:00",32.248333,32,14.9,"N",-123.49,-123,29.4,"W",83.3,83.3,83.3,100,100,99.9,4174,NA,NA,"RV NEW HORIZON","32NM","MX",42,412,NA,"83  100","3101","0007",24.9,NA,"","","","",NA,NA,NA,NA,32,6,1018.9,17.3,14.3,NA,NA,NA,NA
29513,"2000-06-29-C-32NM",200007,20000708330900,8330900,"20-0007NM-PR-190-1822-08330900","083.3 090.0",3,"ST",-202.82,"07/08/2000",2000,7,36715,190,"12/30/1899 18:22:00",32.581666,32,34.9,"N",-122.815,-122,48.9,"W",83.3,83.3,83.3,90,90,90,4292,32,NA,"RV NEW HORIZON","32NM","PR",43,422,NA,"83   90","3101","0007",23.5,192.1,"12/30/1899 12:16:00","12/30/1899 19:48:00","12/30/1899 12:16:00","12/30/1899 19:48:00",8,34,2,8,32,5,1019.3,19.7,16.9,1,8,4,8
29514,"2000-06-29-C-32NM",200007,20000708330800,8330800,"20-0007NM-MX-191-0022-08330800","083.3 080.0",3,"ST",-162.88,"07/09/2000",2000,7,36716,191,"12/30/1899 00:22:00",32.915,32,54.9,"N",-122.13,-122,7.8,"W",83.3,83.3,83.3,80,80,80,4181,23,NA,"RV NEW HORIZON","32NM","MX",44,432,NA,"83   80","3101","0007",34,NA,"","","","",NA,34,3,8,32,12,1018.2,18.6,15.6,1,6,3,8
29515,"2000-06-29-C-32NM",200007,20000708330700,8330700,"20-0007NM-MX-191-0643-08330700","083.3 070.0",3,"ST",-123.28,"07/09/2000",2000,7,36716,191,"12/30/1899 06:43:00",33.243333,33,14.6,"N",-121.446666,-121,26.8,"W",83.3,83.3,83.3,70,70,70.1,3804,NA,NA,"RV NEW HORIZON","32NM","MX",45,442,NA,"83   70","3101","0007",32.1,NA,"","","","",NA,NA,NA,NA,31,15,1017,16.7,14,NA,NA,NA,NA
29516,"2000-06-29-C-32NM",200007,20000708330600,8330600,"20-0007NM-MX-191-1253-08330600","083.3 060.0",3,"ST",-83.64,"07/09/2000",2000,7,36716,191,"12/30/1899 12:53:00",33.576666,33,34.6,"N",-120.763333,-120,45.8,"W",83.3,83.3,83.3,60,60,60.1,1525,NA,NA,"RV NEW HORIZON","32NM","MX",46,452,NA,"83   60","3101","0007",34.9,NA,"","","","",NA,NA,NA,NA,31,15,1013.7,15.5,13.5,NA,NA,NA,NA
