latitude,longitude,species_name,common_name,group_size,date_time
33.441492,-119.422824,BLWH,Blue Whale,1,2003-02-06 13:21:24
32.144663,-119.010598,MIWH,Minke Whale,1,2002-11-11 16:10:00
33.622139000000004,-122.24858,CBWH,Cuvier's Beaked Whale,2,2002-04-09 12:39:12
32.735447,-119.332014,FIWH,Fin Whale,4,2002-04-02 12:24:00
37.705925,-123.103233,HUWH,Humpback Whale,3,2001-05-23 00:49:48
37.181493,-122.73593,HUWH,Humpback Whale,1,2001-05-14 16:53:12
37.180095,-122.676124,HUWH,Humpback Whale,1,2001-05-14 16:26:12
34.916908,-121.189701,FIWH,Fin Whale,2,2000-10-29 15:56:06
35.068816,-120.843179,HUWH,Humpback Whale,6,2000-07-13 08:09:12
30.640225,-121.992387,HUWH,Humpback Whale,5,2000-07-01 15:14:06
32.82318,-117.294003,GRWH,Gray Whale,2,2000-04-06 09:50:48
38.309953,-123.409026,HUWH,Humpback Whale,1,1997-06-14 18:51:18
36.53360900000001,-122.109525,HUWH,Humpback Whale,4,1997-06-09 18:30:06
36.993035,-122.217817,HUWH,Humpback Whale,2,1997-06-10 18:58:24
32.246176,-121.876751,KIWH,Killer Whale,100,1996-04-24 13:00:30
34.062108,-119.488219,KIWH,Killer Whale,1,1995-10-23 13:27:12
32.166967,-118.93585,BLWH,Blue Whale,6,1995-07-07 13:31:48
31.910559000000006,-119.437787,BLWH,Blue Whale,1,1994-10-01 16:52:18
32.137997,-118.985377,SFPW,Short-finned Pilot Whale,15,1994-10-01 11:40:18
33.400719,-119.526866,GRWH,Gray Whale,1,1994-01-28 15:24:24
33.505515,-119.338458,GRWH,Gray Whale,1,1994-01-28 14:09:48
34.544065,-121.930174,CBWH,Cuvier's Beaked Whale,2,1993-01-25 15:34:30
33.434151,-119.445867,SPWH,Sperm Whale,2,1992-07-08 16:01:30
33.055436,-120.245518,BLWH,Blue Whale,1,1991-10-05 09:19:48
31.994808000000006,-119.283466,FKWH,False Killer Whale,2,1991-07-25 17:37:00
32.649112,-117.277816,GRWH,Gray Whale,1,1988-01-19 10:48:36
31.553171000000006,-123.283347,KIWH,Killer Whale,1,1987-05-08 09:05:18
34.849756,-121.31211,BLWH,Blue Whale,3,1989-08-01 14:17:36
34.310004,-120.764544,HUWH,Humpback Whale,2,2006-05-20 09:23:06
35.302023,-120.998855,HUWH,Humpback Whale,1,2005-05-07 16:37:48
33.437324,-120.773204,BLWH,Blue Whale,1,1998-09-23 15:16:48
32.212964,-118.789071,BLWH,Blue Whale,2,1997-07-02 07:34:54
34.301906,-120.086498,HUWH,Humpback Whale,1,1995-07-18 12:04:18
31.327004,-123.733461,CBWH,Cuvier's Beaked Whale,2,1994-10-08 10:07:00
33.724389,-122.032445,SPWH,Sperm Whale,4,2003-07-26 07:02:42
32.030621000000004,-120.728559,SPWH,Sperm Whale,10,1989-07-23 08:52:00
37.177452,-122.801309,SPWH,Sperm Whale,25,2002-05-24 15:01:48
32.728398,-120.854661,SPWH,Sperm Whale,4,1997-02-06 07:29:36
31.407581,-122.011709,SPWH,Sperm Whale,1,1993-04-03 15:10:24
33.498506,-120.915586,SPWH,Sperm Whale,1,1991-08-03 15:17:36
