Cruise,Ship,Date,Latitude,Longitude,Abundance per m2,Species
CALCOFI 9804,DAVID STARR JORDAN,4/8/98,33.25,-118.25,6.273,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/8/98,33.183,-118.38,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/8/98,32.917,-118.93,13.07,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/8/98,32.65,-119.48,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/9/98,33.883,-118.48,0.423,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/9/98,33.817,-118.63,3.627,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/9/98,33.65,-118.97,60.077,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/9/98,33.483,-119.32,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/9/98,33.317,-119.67,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/9/98,33.417,-117.9,5.998,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/10/98,33.15,-120,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/10/98,32.983,-120.35,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/10/98,32.65,-121.03,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/10/98,32.317,-121.72,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/13/98,33.75,-120.42,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/13/98,33.583,-120.75,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/13/98,33.25,-121.45,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/13/98,32.917,-122.13,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/14/98,34.45,-120.52,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/14/98,34.283,-120.03,7.105,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/14/98,34.233,-119.42,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/14/98,34.183,-119.52,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/14/98,33.883,-120.13,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/15/98,34.317,-120.8,35.539,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/15/98,34.15,-121.15,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/15/98,33.817,-121.85,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/15/98,33.483,-122.53,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/17/98,35.017,-120.92,55.127,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/17/98,34.883,-121.2,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/17/98,34.717,-121.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/17/98,34.383,-122.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/17/98,34.05,-122.95,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/18/98,35.633,-121.28,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/18/98,35.483,-121.62,71.976,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/18/98,35.317,-121.97,117.864,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/18/98,35.15,-122.32,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/18/98,35.083,-120.78,45.032,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/19/98,35.2,-123.77,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/19/98,34.983,-122.67,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/19/98,34.65,-123.37,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/20/98,36.183,-121.73,119.495,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/20/98,36.05,-122.02,38.02,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/20/98,35.883,-122.37,57.544,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/20/98,35.717,-122.72,9.072,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/20/98,35.55,-123.07,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/21/98,36.817,-121.98,713.538,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/21/98,36.783,-122.05,3966.653,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/21/98,36.617,-122.42,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/21/98,36.45,-122.77,8.51,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/21/98,36.283,-123.13,3.283,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/21/98,36.117,-123.48,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/22/98,35.783,-124.2,8.539,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/9/99,32.95,-117.3,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/9/99,32.917,-117.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/9/99,32.85,-117.533,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/9/99,32.683,-117.867,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/10/99,32.517,-118.217,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/10/99,32.35,-118.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/10/99,32.183,-118.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/10/99,32.017,-119.233,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/10/99,31.85,-119.567,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/11/99,31.517,-120.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/11/99,31.183,-120.917,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/11/99,30.85,-121.583,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/12/99,30.75,-123.333,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/12/99,30.417,-124,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/13/99,31.083,-122.667,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/13/99,32.083,-120.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/13/99,31.75,-121.317,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/13/99,31.417,-121.983,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/14/99,32.917,-118.933,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/14/99,32.65,-119.483,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/14/99,32.417,-119.967,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/15/99,33.417,-117.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/15/99,33.25,-118.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/15/99,33.183,-118.383,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/16/99,33.883,-118.483,6.552,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/16/99,33.817,-118.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/16/99,33.483,-117.767,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/17/99,33.65,-118.983,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/17/99,33.483,-119.317,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/17/99,33.317,-119.667,13.416,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/17/99,33.15,-120,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/17/99,32.983,-120.35,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/18/99,32.65,-121.033,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/18/99,31.983,-122.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/20/99,33.75,-120.417,15.788,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/20/99,33.583,-120.75,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/20/99,33.25,-121.45,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/20/99,32.917,-122.133,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/21/99,34.45,-120.517,6.069,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/21/99,34.283,-120.033,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/21/99,34.233,-119.417,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/21/99,34.183,-119.517,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/21/99,33.883,-120.133,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/22/99,34.15,-121.15,8.924,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/22/99,33.817,-121.85,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/22/99,33.483,-122.533,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/22/99,33.15,-123.217,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/24/99,35.083,-120.783,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/24/99,34.883,-121.2,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/24/99,34.717,-121.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/24/99,34.383,-122.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/24/99,34.05,-122.95,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9901,ROGER REVELLE,1/25/99,35.017,-120.917,19.621,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/1/99,32.95,-117.3,13.818,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/1/99,32.9167,-117.4,19.35,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/1/99,32.85,-117.533,55.688,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/1/99,32.6833,-117.867,37.461,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/2/99,32.5167,-118.217,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/2/99,32.35,-118.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/2/99,32.1833,-118.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/2/99,32.0167,-119.233,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/2/99,31.85,-119.567,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/3/99,31.5167,-120.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/3/99,31.1833,-120.917,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/3/99,30.85,-121.583,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/4/99,30.4167,-124,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/5/99,31.0833,-122.667,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/5/99,30.75,-123.333,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/5/99,31.75,-121.317,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/5/99,31.4167,-121.983,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/6/99,32.9167,-118.933,635.449,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/6/99,32.65,-119.483,89.241,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/6/99,32.4167,-119.967,39.74,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/6/99,32.0833,-120.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/7/99,33.8833,-118.483,59.975,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/7/99,33.8167,-118.633,61.017,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/7/99,33.4833,-117.767,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/7/99,33.4167,-117.9,7.792,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/7/99,33.25,-118.25,23.421,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/7/99,33.1833,-118.383,150.865,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/8/99,33.65,-118.983,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/8/99,33.4833,-119.317,40.793,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/8/99,33.3167,-119.667,207.613,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/8/99,33.15,-120,31.996,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/8/99,32.9833,-120.35,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/9/99,31.65,-123.067,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/9/99,31.9833,-122.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/10/99,32.25,-123.5,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/10/99,31.917,-124.167,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/10/99,32.583,-122.817,31.63,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/10/99,31.317,-123.75,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/11/99,33.8833,-120.133,2780.318,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/11/99,33.75,-120.417,71.928,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/11/99,33.5833,-120.75,98.013,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/11/99,33.25,-121.45,3.515,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/11/99,32.9167,-122.133,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/12/99,34.45,-120.517,210.982,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/12/99,34.3167,-120.8,63.909,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/12/99,34.2833,-120.033,41.086,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/12/99,34.2333,-119.417,4.584,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/12/99,34.1833,-119.517,271.007,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/13/99,34.15,-121.15,57.136,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/13/99,33.8167,-121.85,297.336,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/13/99,33.4833,-122.533,32.152,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/13/99,33.15,-123.217,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/14/99,33.383,-124.317,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/14/99,34.3833,-122.25,187.728,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/14/99,34.05,-122.95,111.621,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/14/99,33.717,-123.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/14/99,32.8167,-123.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/15/99,35.0833,-120.783,11.471,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/15/99,35.0167,-120.917,162.383,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/15/99,34.8833,-121.2,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9904,DAVID STARR JORDAN,4/15/99,34.7167,-121.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI Monterey 9904,DAVID STARR JORDAN,4/18/99,36.7867,-122.062,110.004,Thysanoessa spinifera - All phases and stages
CALCOFI Monterey 9904,DAVID STARR JORDAN,4/18/99,36.62,-122.418,12.449,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/7/00,32.9167,-117.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/7/00,32.85,-117.533,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,32.6833,-117.867,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,32.5167,-118.217,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,32.35,-118.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,32.1833,-118.883,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,32,-119.233,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/8/00,31.85,-119.567,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/9/00,31.5167,-120.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/9/00,30.85,-121.583,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/11/00,31.4167,-121.983,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/12/00,32.65,-119.483,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/12/00,32.4167,-119.967,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/12/00,32.0833,-120.65,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/12/00,31.75,-121.317,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/14/00,33.4833,-117.767,40.837,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/14/00,33.4167,-117.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/14/00,33.25,-118.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/14/00,33.1833,-118.383,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/14/00,32.9167,-118.933,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.8833,-118.483,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.8167,-118.633,2.246,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.6667,-118.983,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.4833,-119.317,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.3167,-119.667,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/15/00,33.15,-120,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/16/00,32.9833,-120.35,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/16/00,32.6667,-121.033,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/16/00,32.3333,-121.7,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/16/00,31.9833,-122.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0001,NEW HORIZON,1/17/00,32.25,-123.5,0,Thysanoessa spinifera - All phases and stages
