"Cst_Cnt","Btl_Cnt","Depthm","T_degC","Salnty","ChlorA"
30187,753482,200,8.49,33.976,NA
30187,753483,229,8.18,34.045,NA
30187,753484,250,7.87,34.047,NA
30187,753485,269,7.58,34.049,NA
30187,753486,300,7.17,34.052,NA
30187,753487,319,6.94,34.055,NA
30187,753488,378,6.39,34.083,NA
30187,753489,400,6.18,34.096,NA
30187,753490,440,5.85,34.123,NA
30187,753491,500,5.54,34.172,NA
30187,753492,510,5.49,34.18,NA
30188,753493,0,15.04,32.72,0.17
30188,753494,2,15.04,32.724,0.17
30188,753495,10,15.04,32.724,0.16
30188,753496,11,15.04,32.724,0.16
30188,753497,20,15.01,32.724,0.17
30188,753498,30,14.81,32.732,0.22
30188,753499,41,14.49,32.805,0.44
30188,753500,50,14.36,32.943,0.6
30188,753501,51,14.35,32.958,0.61
30188,753502,61,14.37,33.032,0.43
30188,753503,70,12.7,32.799,0.27
30188,753504,75,12.04,32.789,0.2
30188,753505,84,11.15,32.772,0.11
30188,753506,100,10.08,32.823,0.06
30188,753507,120,9.71,33.229,0.02
30188,753508,125,9.64,33.302,0.02
30188,753509,138,9.48,33.462,0.01
30188,753510,150,9.3,33.597,0.01
30188,753511,170,8.99,33.79,0
30188,753512,199,8.61,34.011,0
30188,753513,200,8.6,34.014,NA
30188,753514,229,8.32,34.057,NA
30188,753515,250,7.96,34.065,NA
30188,753516,269,7.64,34.068,NA
30188,753517,300,7.4,34.09,NA
30188,753518,319,7.27,34.101,NA
30188,753519,378,6.48,34.095,NA
30188,753520,400,6.42,34.127,NA
30188,753521,438,6.33,34.183,NA
30188,753522,500,5.61,34.182,NA
30188,753523,509,5.5,34.182,NA
30189,753524,0,14.61,32.58,0.26
30189,753525,2,14.61,32.586,0.26
30189,753526,10,14.61,32.588,0.25
30189,753527,11,14.61,32.588,0.25
30189,753528,20,14.7,32.659,0.26
30189,753529,21,14.7,32.665,0.26
30189,753530,30,14.46,32.785,0.49
30189,753531,41,14.28,32.929,0.67
30189,753532,50,14.45,33.07,0.48
30189,753533,60,14.41,33.082,0.27
30189,753534,71,14.23,33.089,0.27
30189,753535,75,13.4,32.973,0.24
30189,753536,85,11.22,32.766,0.15
30189,753537,100,10.82,33.106,0.08
30189,753538,119,10.01,33.37,0.03
30189,753539,125,9.82,33.435,0.02
30189,753540,139,9.48,33.567,0.01
30189,753541,150,9.28,33.662,0.01
30189,753542,170,9,33.81,0.01
30189,753543,199,8.65,33.972,0
30189,753544,200,8.64,33.975,NA
30189,753545,230,8.35,34.03,NA
30189,753546,250,8.13,34.061,NA
30189,753547,271,7.87,34.084,NA
30189,753548,300,7.45,34.081,NA
30189,753549,319,7.19,34.077,NA
30189,753550,381,6.68,34.134,NA
30189,753551,400,6.5,34.148,NA
30189,753552,433,6.2,34.17,NA
30189,753553,500,5.66,34.204,NA
30189,753554,514,5.55,34.212,NA
30190,753555,0,14.76,32.86,0.21
30190,753556,2,14.76,32.862,0.21
30190,753557,10,14.72,32.866,0.22
30190,753558,13,14.7,32.871,0.23
30190,753559,19,14.64,32.894,0.25
30190,753560,20,14.64,32.896,0.28
30190,753561,26,14.54,32.937,NA
30190,753562,30,14.33,33.032,0.67
30190,753563,33,14.15,33.103,0.82
30190,753564,41,13.84,33.143,1.07
30190,753565,47,13.16,33.165,0.51
30190,753566,50,12.63,33.163,0.37
30190,753567,54,11.92,33.163,0.26
30190,753568,65,10.9,33.23,0.16
30190,753569,75,10.41,33.335,0.1
30190,753570,76,10.37,33.347,0.09
30190,753571,88,9.85,33.506,0.03
30190,753572,100,9.64,33.612,0.02
30190,753573,120,9,33.752,0
30190,753574,125,8.89,33.776,0
30190,753575,140,8.65,33.843,0
30190,753576,150,8.6,33.908,0
30190,753577,168,8.56,34.014,0
30190,753578,198,8.33,34.069,0
30190,753579,200,8.3,34.071,NA
30190,753580,229,7.81,34.077,NA
30190,753581,250,7.42,34.063,NA
30190,753582,268,7.12,34.055,NA
30190,753583,300,6.86,34.093,NA
30190,753584,317,6.76,34.117,NA
30190,753585,377,6.2,34.112,NA
30190,753586,400,6.12,34.137,NA
30190,753587,437,6.03,34.185,NA
30190,753588,500,5.66,34.235,NA
30190,753589,515,5.57,34.247,NA
30191,753590,0,14.63,32.85,0.25
30191,753591,2,14.63,32.851,0.25
30191,753592,10,14.62,32.852,0.26
30191,753593,11,14.62,32.852,0.26
30191,753594,20,14.53,32.864,0.38
30191,753595,21,14.51,32.866,0.41
30191,753596,30,14.22,32.902,0.8
30191,753597,41,13.43,32.869,0.97
30191,753598,50,12.71,33.073,0.42
30191,753599,60,10.73,32.854,0.18
30191,753600,70,10.95,33.269,0.1
30191,753601,75,10.74,33.336,0.07
30191,753602,85,10.15,33.367,0.04
30191,753603,100,9.77,33.473,0.02
30191,753604,119,9.22,33.675,0.01
30191,753605,125,9.14,33.728,0.01
30191,753606,139,9.03,33.834,0
30191,753607,150,8.9,33.904,0
30191,753608,170,8.65,33.996,0
30191,753609,199,8.32,34.039,0
30191,753610,200,8.3,34.039,NA
30191,753611,229,7.86,34.039,NA
30191,753612,250,7.61,34.061,NA
30191,753613,268,7.43,34.083,NA
30191,753614,300,7.16,34.103,NA
30191,753615,317,7.02,34.109,NA
30191,753616,378,6.34,34.11,NA
30191,753617,400,6.1,34.114,NA
30191,753618,438,5.75,34.13,NA
30191,753619,500,5.46,34.197,NA
30191,753620,516,5.39,34.215,NA
30192,753621,0,14.94,32.75,0.22
30192,753622,1,14.94,32.756,0.22
30192,753623,10,14.94,32.756,0.21
30192,753624,15,14.94,32.756,0.21
30192,753625,20,14.94,32.756,0.21
30192,753626,30,14.94,32.755,0.21
30192,753627,45,14.92,32.767,0.26
30192,753628,50,14.65,32.828,0.47
30192,753629,55,14.31,32.9,0.64
30192,753630,65,13.57,33.023,0.45
30192,753631,75,11.59,32.786,0.19
30192,753632,84,11.06,32.85,0.12
30192,753633,95,10.61,33.034,0.09
30192,753634,100,10.43,33.098,0.07
30192,753635,109,10.11,33.213,0.04
30192,753636,124,9.56,33.466,0.01
30192,753637,125,9.53,33.476,0.01
30192,753638,143,9.15,33.615,0.01
30192,753639,150,9.06,33.677,0.01
30192,753640,168,8.89,33.827,0
30192,753641,200,8.58,34.002,0
30192,753642,231,8.24,34.062,NA
30192,753643,250,7.95,34.072,NA
30192,753644,269,7.65,34.075,NA
30192,753645,300,7.21,34.086,NA
30192,753646,319,6.98,34.093,NA
30192,753647,379,6.48,34.123,NA
30192,753648,400,6.37,34.138,NA
30192,753649,443,6.16,34.17,NA
30192,753650,500,5.72,34.204,NA
30192,753651,515,5.61,34.213,NA
30193,753652,0,14.14,33.06,1.71
30193,753653,2,14.14,33.062,1.71
30193,753654,9,14.14,33.067,0.93
30193,753655,10,14.14,33.067,0.93
30193,753656,19,14.13,33.062,0.97
30193,753657,20,14.13,33.062,0.94
30193,753658,30,14.12,33.063,0.63
30193,753659,42,13.35,33.104,0.44
30193,753660,50,12.2,33.165,0.25
30193,753661,57,11.42,33.219,0.17
30193,753662,65,11.11,33.251,0.13
30193,753663,70,10.84,33.255,0.05
30193,753664,75,10.57,33.287,0.04
30193,753665,85,10.07,33.382,0.02
30193,753666,100,9.47,33.519,0.01
30193,753667,120,9.09,33.745,0
30193,753668,125,9.11,33.8,0
30193,753669,140,9.16,33.93,0.01
30193,753670,150,9.14,33.983,0.01
30193,753671,169,9.11,34.058,0
30193,753672,199,8.79,34.111,0
30193,753673,200,8.78,34.112,NA
30193,753674,230,8.35,34.137,NA
30193,753675,250,8.16,34.149,NA
30193,753676,269,8,34.159,NA
30193,753677,300,7.7,34.176,NA
30193,753678,319,7.51,34.184,NA
30193,753679,378,6.85,34.189,NA
30193,753680,400,6.76,34.208,NA
30193,753681,437,6.62,34.238,NA
30193,753682,500,5.91,34.227,NA
30193,753683,519,5.69,34.225,NA
30194,753684,0,14.4,32.99,0.58
30194,753685,2,14.4,32.995,0.58
30194,753686,10,14.4,32.999,0.58
30194,753687,20,14.4,32.995,0.58
30194,753688,30,14.39,32.995,0.59
30194,753689,40,14.38,32.995,0.56
30194,753690,50,13.96,33.028,0.54
30194,753691,60,12.62,33.073,0.38
30194,753692,70,11.59,33.084,0.23
30194,753693,75,11.14,33.128,0.19
30194,753694,85,10.4,33.25,0.14
30194,753695,100,9.75,33.428,0.05
30194,753696,120,9.33,33.718,0.01
30194,753697,125,9.29,33.751,0.01
30194,753698,140,9.23,33.817,0
30194,753699,150,9.13,33.883,0
30194,753700,169,8.92,33.996,0
30194,753701,199,8.76,34.058,0
30194,753702,200,8.76,34.061,NA
30194,753703,230,8.65,34.132,NA
30194,753704,250,8.5,34.149,NA
30194,753705,269,8.32,34.159,NA
30194,753706,300,8.01,34.206,NA
30194,753707,318,7.81,34.231,NA
30194,753708,379,7.01,34.219,NA
30194,753709,400,6.81,34.215,NA
30194,753710,440,6.51,34.215,NA
30194,753711,500,6.3,34.258,NA
30194,753712,511,6.26,34.266,NA
30195,753713,0,14.45,33.22,0.62
30195,753714,2,14.45,33.228,0.62
30195,753715,10,14.46,33.228,0.61
30195,753716,16,14.47,33.23,0.61
30195,753717,20,14.49,33.236,0.62
30195,753718,30,14.52,33.255,0.66
30195,753719,31,14.52,33.257,0.67
30195,753720,45,14.5,33.285,0.85
30195,753721,50,14.14,33.297,0.66
30195,753722,55,13.67,33.314,0.44
30195,753723,65,12.67,33.375,0.23
30195,753724,75,12.27,33.469,0.16
30195,753725,86,11.93,33.495,0.13
30195,753726,94,11.77,33.505,0.13
30195,753727,100,11.51,33.55,0.1
30195,753728,109,11.07,33.625,0.05
30195,753729,125,10.6,33.659,0.04
30195,753730,145,10.5,33.833,0.01
30195,753731,150,10.27,33.831,0.01
30195,753732,170,9.27,33.8,0.01
30195,753733,199,8.83,33.939,0.01
30195,753734,200,8.81,33.943,NA
30195,753735,232,8.27,34.021,NA
30195,753736,250,7.99,34.035,NA
30195,753737,269,7.73,34.039,NA
30195,753738,300,7.36,34.044,NA
30195,753739,318,7.21,34.054,NA
30195,753740,380,7.28,34.204,NA
30195,753741,400,7.14,34.221,NA
30195,753742,442,6.75,34.237,NA
30195,753743,500,6.26,34.272,NA
30195,753744,518,6.11,34.284,NA
30196,753745,0,14.34,33.29,0.53
30196,753746,2,14.34,33.298,0.53
30196,753747,10,14.34,33.297,0.55
30196,753748,11,14.34,33.297,0.55
30196,753749,20,14.34,33.3,0.56
30196,753750,21,14.34,33.3,0.56
30196,753751,30,14.37,33.33,0.49
30196,753752,41,14.37,33.367,0.45
30196,753753,50,14.33,33.365,0.47
30196,753754,51,14.33,33.364,0.47
30196,753755,60,14.3,33.364,0.38
30196,753756,70,14.23,33.359,0.32
30196,753757,75,14.21,33.36,0.32
30196,753758,86,14.17,33.362,0.31
30196,753759,100,13.52,33.336,0.21
30196,753760,120,12.08,33.409,0.15
30196,753761,125,11.4,33.433,0.12
30196,753762,140,9.58,33.563,0.02
30196,753763,150,9.66,33.76,0.02
30196,753764,170,9.83,33.975,0.01
30196,753765,200,9.28,33.992,0.01
30196,753766,202,9.24,33.993,0.01
30197,753767,0,14.13,33.18,0.39
30197,753768,1,14.13,33.189,0.39
30197,753769,5,14.12,33.19,0.35
30197,753770,10,14.12,33.232,0.45
30197,753771,20,14.11,33.299,0.5
30197,753772,30,14.06,33.292,0.53
30197,753773,40,13.79,33.242,0.59
30197,753774,49,13.79,33.343,0.58
30197,753775,50,13.77,33.344,0.56
30197,753776,59,13.54,33.35,0.42
30198,753777,0,14.5,33.48,5.54
30198,753778,2,14.5,33.48,5.54
30198,753779,6,14.74,33.476,7.39
30198,753780,10,12.35,33.549,4.46
30198,753781,11,11.71,33.581,3.54
30198,753782,17,11.69,33.587,3.15
30199,753783,0,14.08,33.49,9.66
30199,753784,1,14.08,33.491,9.66
30199,753785,6,13.81,33.496,10.09
30199,753786,10,12.48,33.532,6.22
30199,753787,11,12.16,33.546,5.15
30199,753788,15,11.95,33.584,3.51
30200,753789,0,15.19,33.41,3.11
30200,753790,2,15.19,33.419,3.11
30200,753791,5,15.11,33.416,2.41
30200,753792,10,14.47,33.407,1.76
30200,753793,20,11.11,33.536,1.43
30200,753794,30,10.79,33.625,0.61
30200,753795,40,10.62,33.708,0.49
30200,753796,50,10.56,33.82,0.32
30200,753797,59,10.55,33.863,0.26
30201,753798,0,15.24,33.44,5.28
30201,753799,2,15.24,33.447,5.28
30201,753800,6,15.18,33.448,5.43
30201,753801,10,13.98,33.463,6.23
30201,753802,14,12.09,33.581,1.73
30202,753803,0,15.13,33.47,9.07
30202,753804,1,15.13,33.478,9.07
30202,753805,6,15.1,33.479,10.51
30202,753806,10,14.52,33.474,9.65
30202,753807,20,11.17,33.55,0.85
30202,753808,29,10.87,33.672,0.7
30202,753809,30,10.87,33.678,0.71
30202,753810,39,10.88,33.735,0.79
30203,753811,0,15.73,33.31,0.9
30203,753812,2,15.73,33.318,0.9
30203,753813,10,14.73,33.297,1.24
30203,753814,11,14.53,33.294,1.3
30203,753815,20,12.57,33.303,1.7
30203,753816,30,11.25,33.428,0.79
30203,753817,31,11.17,33.442,0.68
30203,753818,40,10.85,33.504,0.5
30203,753819,50,10.67,33.669,0.27
30203,753820,60,10.45,33.715,0.21
30203,753821,70,10.4,33.876,0.14
30203,753822,75,10.34,33.919,0.11
30203,753823,86,10.2,33.973,0.05
30203,753824,100,10.12,34.028,0.05
30203,753825,101,10.12,34.031,0.05
30203,753826,115,10.1,34.044,0.06
30204,753827,0,14.82,33.46,10.23
30204,753828,2,14.82,33.467,10.23
30204,753829,6,14.58,33.466,10.99
30204,753830,10,12.95,33.511,6.77
30204,753831,15,10.75,33.628,0.46
30204,753832,20,10.75,33.639,0.47
30204,753833,26,10.74,33.651,0.49
30204,753834,30,10.73,33.653,0.48
30204,753835,35,10.72,33.657,0.48
30204,753836,45,10.7,33.696,0.55
30204,753837,50,10.72,33.756,0.45
30204,753838,54,10.73,33.804,0.37
30205,753839,0,15.1,33.34,0.75
30205,753840,2,15.1,33.342,0.75
30205,753841,2,15.1,33.342,NA
30205,753842,9,13.27,33.306,1.11
30205,753843,10,13.1,33.315,1.09
30205,753844,17,12.16,33.418,0.93
30205,753845,20,11.66,33.472,0.78
30205,753846,26,10.9,33.586,0.49
30205,753847,30,10.89,33.661,0.39
30205,753848,33,10.88,33.691,0.35
30205,753849,40,10.59,33.715,0.35
30205,753850,46,10.54,33.72,0.31
30205,753851,50,10.57,33.737,0.28
30205,753852,53,10.6,33.754,0.26
30205,753853,60,10.6,33.79,0.22
30206,753854,0,15.37,33.35,1.2
30206,753855,1,15.37,33.351,1.2
30206,753856,5,15.31,33.351,1.22
30206,753857,10,13.51,33.375,1.6
30206,753858,15,11.85,33.477,1.16
30206,753859,20,11.54,33.575,0.66
30207,753860,0,15.51,33.26,0.27
30207,753861,2,15.51,33.264,0.27
30207,753862,10,15.29,33.263,0.35
30207,753863,19,12.76,33.318,1.2
30207,753864,20,12.6,33.332,1.19
30207,753865,30,11.68,33.468,0.79
30207,753866,40,11.57,33.539,0.62
30207,753867,49,11.24,33.61,0.46
30207,753868,50,11.18,33.618,0.43
30207,753869,60,10.62,33.692,0.14
30207,753870,69,10.49,33.755,0.09
30207,753871,75,10.42,33.805,0.07
30207,753872,85,10.31,33.883,0.05
30207,753873,99,10.08,33.956,0.03
30207,753874,100,10.08,33.961,0.03
30207,753875,120,10.02,34.041,0.03
30207,753876,125,9.96,34.06,0.03
30207,753877,138,9.81,34.106,0.03
30207,753878,150,9.73,34.147,0.03
30207,753879,168,9.64,34.202,0.02
30207,753880,198,9.41,34.268,0.01
30207,753881,200,9.39,34.27,NA
30207,753882,228,9.12,34.283,NA
30207,753883,250,8.9,34.289,NA
30207,753884,268,8.7,34.29,NA
30207,753885,300,8.27,34.284,NA
30207,753886,318,8.03,34.28,NA
30207,753887,378,7.38,34.278,NA
30207,753888,400,7.17,34.282,NA
30207,753889,436,6.86,34.292,NA
30207,753890,500,6.54,34.307,NA
30207,753891,516,6.46,34.311,NA
30208,753892,0,15.22,33.29,0.65
30208,753893,3,15.22,33.297,0.65
30208,753894,10,15.21,33.296,0.65
30208,753895,20,12.53,33.214,0.49
30208,753896,30,11.89,33.357,0.95
30208,753897,40,11.63,33.483,0.89
30208,753898,50,11.31,33.556,0.56
30208,753899,60,11.08,33.677,0.29
30208,753900,70,10.87,33.739,0.2
30208,753901,75,10.74,33.783,0.14
30208,753902,84,10.51,33.865,0.06
30208,753903,99,10.3,33.962,0.03
30208,753904,100,10.28,33.967,0.03
30208,753905,119,9.98,34.049,0.02
30208,753906,125,9.92,34.078,0.02
30208,753907,139,9.81,34.143,0.02
30208,753908,150,9.71,34.185,0.02
30208,753909,169,9.53,34.239,0.01
30208,753910,199,9.24,34.268,0.01
30208,753911,200,9.23,34.268,NA
30208,753912,228,9.07,34.279,NA
30208,753913,250,8.93,34.285,NA
30208,753914,268,8.78,34.288,NA
30208,753915,300,8.31,34.286,NA
30208,753916,318,8.03,34.284,NA
30208,753917,377,7.42,34.284,NA
30208,753918,400,7.2,34.287,NA
30208,753919,438,6.88,34.294,NA
30208,753920,500,6.54,34.306,NA
30208,753921,515,6.46,34.309,NA
30209,753922,0,15.38,33.26,0.28
30209,753923,2,15.38,33.261,0.28
30209,753924,10,15.37,33.26,0.28
30209,753925,20,14.09,33.253,0.68
30209,753926,30,12.18,33.319,2.47
30209,753927,40,11.66,33.436,0.91
30209,753928,49,11.36,33.531,0.5
30209,753929,50,11.33,33.539,0.49
30209,753930,70,10.98,33.665,0.22
30209,753931,75,10.94,33.69,0.2
30209,753932,80,10.89,33.721,0.18
30209,753933,85,10.82,33.769,0.13
30209,753934,99,10.49,33.807,0.07
30209,753935,100,10.47,33.813,0.07
30209,753936,119,10.06,33.927,0.05
30209,753937,125,9.98,33.952,0.05
30209,753938,139,9.83,34.001,0.04
30209,753939,150,9.69,34.034,0.03
30209,753940,169,9.51,34.09,0.02
30209,753941,199,9.51,34.202,0.01
30209,753942,200,9.5,34.204,NA
30209,753943,228,9.19,34.234,NA
30209,753944,250,8.85,34.234,NA
30209,753945,268,8.56,34.234,NA
30209,753946,300,8.21,34.265,NA
30209,753947,318,8.03,34.283,NA
30209,753948,378,7.18,34.279,NA
30209,753949,400,6.97,34.283,NA
30209,753950,436,6.7,34.293,NA
30209,753951,500,6.26,34.319,NA
30209,753952,515,6.16,34.325,NA
30210,753953,0,14.52,33.25,0.69
30210,753954,2,14.52,33.25,0.69
30210,753955,10,14.52,33.25,0.71
30210,753956,20,14.53,33.25,0.82
30210,753957,30,13.97,33.26,0.82
30210,753958,40,12.46,33.33,0.9
30210,753959,50,11.9,33.37,0.64
30210,753960,60,11.58,33.52,0.37
30210,753961,70,11.24,33.57,0.25
30210,753962,75,11.02,33.59,0.2
30210,753963,85,10.61,33.63,0.13
30210,753964,100,10.28,33.72,NA
30210,753965,120,10.08,33.92,0.02
30210,753966,125,10.03,33.95,0.02
30210,753967,140,9.89,33.99,0.01
30210,753968,150,9.77,34.02,0.01
30210,753969,170,9.55,34.1,0.01
30210,753970,200,9.43,34.21,0.01
30210,753971,229,9.05,34.26,NA
30210,753972,250,8.82,34.27,NA
30210,753973,269,8.63,34.27,NA
30210,753974,300,8.26,34.24,NA
30210,753975,318,8.05,34.23,NA
30210,753976,378,7.47,34.27,NA
30210,753977,400,7.25,34.28,NA
30210,753978,438,6.9,34.29,NA
30210,753979,500,6.48,34.31,NA
30210,753980,514,6.38,34.31,NA
30211,753981,0,14.28,33.23,0.61
30211,753982,1,14.28,33.23,0.61
30211,753983,1,14.29,33.23,NA
30211,753984,10,14.29,33.23,0.6
30211,753985,12,14.29,33.23,0.59
30211,753986,20,14.28,33.23,0.56
30211,753987,24,14.28,33.23,0.55
30211,753988,30,14.26,33.23,0.56
30211,753989,36,14.24,33.23,0.56
30211,753990,46,14.17,33.23,0.58
30211,753991,50,14.09,33.22,0.58
30211,753992,55,13.98,33.21,0.6
30211,753993,64,13.03,33.24,0.69
30211,753994,75,11.52,33.31,0.36
30211,753995,85,10.9,33.45,0.32
30211,753996,99,9.85,33.54,0.19
30211,753997,100,9.82,33.55,0.19
30211,753998,119,9.48,33.67,0.17
30211,753999,125,9.38,33.71,0.14
30211,754000,139,9.17,33.8,0.07
30211,754001,150,9.04,33.88,0.06
30211,754002,169,8.82,33.98,0.03
30211,754003,198,8.44,34.04,0.03
30211,754004,200,8.41,34.04,NA
30211,754005,227,8.04,34.07,NA
30211,754006,250,8.01,34.12,NA
30211,754007,267,7.98,34.16,NA
30211,754008,300,7.69,34.17,NA
30211,754009,317,7.51,34.18,NA
30211,754010,377,7.15,34.24,NA
30211,754011,400,6.99,34.25,NA
30211,754012,437,6.72,34.25,NA
30211,754013,500,6.17,34.29,NA
30211,754014,515,6.04,34.29,NA
30212,754015,0,15.1,33.13,0.24
30212,754016,2,15.1,33.13,0.24
30212,754017,10,15.1,33.13,0.26
30212,754018,20,15.1,33.13,0.25
30212,754019,30,14.72,33.13,0.45
30212,754020,40,13.77,33.21,0.92
30212,754021,50,13.06,33.16,0.63
30212,754022,60,11.5,33.06,0.37
30212,754023,70,10.8,33.23,0.17
30212,754024,75,10.74,33.29,0.14
30212,754025,84,10.63,33.35,0.1
30212,754026,98,10.3,33.45,0.07
30212,754027,100,10.22,33.47,0.06
30212,754028,118,9.56,33.64,0.02
30212,754029,125,9.41,33.67,0.02
30212,754030,139,9.2,33.72,0.01
30212,754031,150,9.06,33.79,0.01
30212,754032,168,8.88,33.9,0
30212,754033,199,8.61,33.97,0
30212,754034,200,8.6,33.98,NA
30212,754035,227,8.32,34.04,NA
30212,754036,250,7.94,34.06,NA
30212,754037,268,7.65,34.07,NA
30212,754038,300,7.35,34.12,NA
30212,754039,317,7.26,34.15,NA
30212,754040,377,7.22,34.24,NA
30212,754041,400,6.94,34.24,NA
30212,754042,436,6.43,34.23,NA
30212,754043,500,5.82,34.25,NA
30212,754044,515,5.68,34.26,NA
30213,754045,0,14.86,33.13,0.43
30213,754046,4,14.86,33.13,0.43
30213,754047,10,14.87,33.13,0.42
30213,754048,11,14.87,33.13,0.42
30213,754049,20,14.87,33.13,0.44
30213,754050,30,14.49,33.16,0.56
30213,754051,40,13.49,33.23,0.92
30213,754052,50,12.59,33.25,0.48
30213,754053,60,11.68,33.27,0.23
30213,754054,70,11.06,33.26,0.22
30213,754055,75,10.78,33.31,0.19
30213,754056,84,10.39,33.43,0.12
30213,754057,99,10.23,33.54,0.08
30213,754058,100,10.2,33.55,0.08
30213,754059,119,9.55,33.63,0.03
30213,754060,125,9.4,33.68,0.03
30213,754061,139,9.13,33.77,0.02
30213,754062,150,9,33.84,0.02
30213,754063,168,8.83,33.93,0.01
30213,754064,199,8.38,34,0
30213,754065,200,8.37,34.01,NA
30213,754066,228,8.07,34.04,NA
30213,754067,250,7.8,34.06,NA
30213,754068,269,7.54,34.08,NA
30213,754069,300,7.06,34.1,NA
30213,754070,318,6.81,34.11,NA
30213,754071,378,6.37,34.15,NA
30213,754072,400,6.26,34.18,NA
30213,754073,438,6.11,34.22,NA
30213,754074,500,5.85,34.25,NA
30213,754075,515,5.79,34.26,NA
30214,754076,0,14.83,33.16,0.38
30214,754077,3,14.83,33.16,0.38
30214,754078,10,14.83,33.16,0.46
30214,754079,20,14.85,33.16,0.46
30214,754080,30,14.12,33.17,0.55
30214,754081,40,13.93,33.18,0.57
30214,754082,50,13.89,33.18,0.53
30214,754083,60,13.6,33.16,0.46
30214,754084,70,12.65,33.24,0.4
30214,754085,75,11.99,33.28,0.3
30214,754086,84,10.88,33.37,0.11
30214,754087,99,10.14,33.55,0.04
30214,754088,100,10.12,33.55,0.04
30214,754089,119,9.93,33.61,0.03
30214,754090,125,9.76,33.66,0.02
30214,754091,138,9.42,33.78,0.01
30214,754092,150,9.4,33.9,0.01
30214,754093,168,9.38,34.04,0.01
30214,754094,198,8.96,34.09,0.01
30214,754095,200,8.91,34.09,NA
30214,754096,228,8.25,34.06,NA
30214,754097,250,8,34.08,NA
30214,754098,268,7.84,34.11,NA
30214,754099,300,7.3,34.11,NA
30214,754100,317,7.01,34.12,NA
30214,754101,377,6.51,34.16,NA
30214,754102,400,6.38,34.18,NA
30214,754103,436,6.2,34.2,NA
30214,754104,500,5.85,34.25,NA
30214,754105,516,5.76,34.26,NA
30215,754106,0,14.86,33.09,NA
30215,754107,2,14.86,33.09,NA
30215,754108,10,14.86,33.09,NA
30215,754109,15,14.86,33.09,NA
30215,754110,20,14.86,33.1,NA
30215,754111,30,14.86,33.1,NA
30215,754112,31,14.86,33.1,NA
30215,754113,45,14.81,33.11,NA
30215,754114,50,14.77,33.11,NA
30215,754115,56,14.66,33.11,NA
30215,754116,64,14.36,33.15,NA
30215,754117,75,13.89,33.11,NA
30215,754118,85,12.16,32.95,NA
30215,754119,95,11.33,33.06,NA
30215,754120,100,10.99,33.12,NA
30215,754121,110,10.49,33.24,NA
30215,754122,125,10.21,33.42,NA
30215,754123,144,9.69,33.52,NA
30215,754124,150,9.59,33.57,NA
30215,754125,170,9.4,33.77,NA
30215,754126,200,9.32,33.98,NA
30215,754127,229,8.73,34.01,NA
30215,754128,250,8.26,34.03,NA
30215,754129,270,7.82,34.04,NA
30215,754130,300,7.23,34.03,NA
30215,754131,319,6.91,34.03,NA
30215,754132,379,6.26,34.06,NA
30215,754133,400,6.23,34.1,NA
30215,754134,438,6.18,34.17,NA
30215,754135,500,5.85,34.22,NA
30215,754136,514,5.78,34.24,NA
30216,754137,0,15.33,33.03,0.13
30216,754138,2,15.33,33.032,NA
30216,754139,2,15.33,33.032,0.13
30216,754140,10,15.33,33.032,0.13
30216,754141,18,15.33,33.033,0.14
30216,754142,20,15.33,33.033,0.14
30216,754143,30,15.33,33.034,0.14
30216,754144,34,15.33,33.034,0.14
30216,754145,50,15.33,33.031,0.14
30216,754146,51,15.33,33.031,0.14
30216,754147,66,15.27,33.029,0.17
30216,754148,75,14.85,33.017,0.32
30216,754149,84,14.4,33.042,0.57
30216,754150,92,13.77,33.033,0.39
30216,754151,98,12.33,32.918,0.28
30216,754152,100,12.07,32.895,0.25
30216,754153,105,11.67,32.871,0.2
30216,754154,114,11.25,32.973,0.14
30216,754155,123,10.82,33.107,0.09
30216,754156,125,10.73,33.124,0.08
30216,754157,139,10.19,33.222,0.05
30216,754158,150,9.87,33.356,0.03
30216,754159,163,9.6,33.53,0.01
30216,754160,193,9.4,33.851,0
30216,754161,200,9.36,33.911,NA
30216,754162,229,9.09,34.075,NA
30216,754163,250,8.67,34.071,NA
30216,754164,268,8.26,34.04,NA
30216,754165,300,7.69,34.042,NA
30216,754166,318,7.41,34.049,NA
30216,754167,377,6.64,34.068,NA
30216,754168,400,6.39,34.071,NA
30216,754169,437,6.03,34.082,NA
30216,754170,500,5.6,34.15,NA
30216,754171,515,5.5,34.167,NA
30217,754172,0,15.27,32.98,0.15
30217,754173,3,15.27,32.98,0.15
30217,754174,10,15.27,32.98,0.15
30217,754175,15,15.27,32.98,0.15
30217,754176,20,15.27,32.98,0.15
30217,754177,30,15.27,32.98,0.15
30217,754178,45,15.15,32.98,0.16
30217,754179,50,14.98,32.98,0.21
30217,754180,56,14.7,33,0.33
30217,754181,64,14.26,33.06,0.68
30217,754182,74,12.64,32.91,0.46
30217,754183,75,12.52,32.9,0.44
30217,754184,84,11.69,32.85,0.32
30217,754185,94,11.16,32.92,0.2
30217,754186,100,10.88,33,0.14
30217,754187,109,10.52,33.14,0.07
30217,754188,124,10.15,33.34,0.03
30217,754189,125,10.12,33.35,0.03
30217,754190,144,9.54,33.48,0.04
30217,754191,150,9.42,33.55,0.03
30217,754192,168,9.16,33.73,0.01
30217,754193,198,8.77,33.93,0
30217,754194,200,8.76,33.95,NA
